commentId,comment,classification,comment_processed,word_phrase_list,completely,text,box,black,black white,white,similarity_score
184707,for the disastrous and painful complications I was facing.,1,black painful complication face,"['black', 'black painful', 'black painful complication', 'black painful complication face', 'painful', 'painful complication', 'painful complication face', 'complication', 'complication face', 'face']",0,0,0,1,0,0,0.125
166470,Dr. Doshi checks all the boxes.,0,check box,"['check', 'check box', 'box']",0,0,1,0,0,0,0.125
85328,"Kristen Gunn did my consultation, and she was completely thorough",0,consultation completely thorough,"['consultation', 'consultation completely', 'consultation completely thorough', 'completely', 'completely thorough', 'thorough']",1,0,0,0,0,0,0.125
127669,"The surgery did not relieve my pain, and Dr. Black noted in my chart that I was exaggerating my level of pain.",1,surgery relieve pain dr black note chart exaggeration level pain,"['surgery', 'surgery relieve', 'surgery relieve pain', 'surgery relieve pain dr', 'surgery relieve pain dr black', 'surgery relieve pain dr black note', 'surgery relieve pain dr black note chart', 'surgery relieve pain dr black note chart exaggeration', 'surgery relieve pain dr black note chart exaggeration level', 'surgery relieve pain dr black note chart exaggeration level pain', 'relieve', 'relieve pain', 'relieve pain dr', 'relieve pain dr black', 'relieve pain dr black note', 'relieve pain dr black note chart', 'relieve pain dr black note chart exaggeration', 'relieve pain dr black note chart exaggeration level', 'relieve pain dr black note chart exaggeration level pain', 'pain', 'pain dr', 'pain dr black', 'pain dr black note', 'pain dr black note chart', 'pain dr black note chart exaggeration', 'pain dr black note chart exaggeration level', 'pain dr black note chart exaggeration level pain', 'dr', 'dr black', 'dr black note', 'dr black note chart', 'dr black note chart exaggeration', 'dr black note chart exaggeration level', 'dr black note chart exaggeration level pain', 'black', 'black note', 'black note chart', 'black note chart exaggeration', 'black note chart exaggeration level', 'black note chart exaggeration level pain', 'note', 'note chart', 'note chart exaggeration', 'note chart exaggeration level', 'note chart exaggeration level pain', 'chart', 'chart exaggeration', 'chart exaggeration level', 'chart exaggeration level pain', 'exaggeration', 'exaggeration level', 'exaggeration level pain', 'level', 'level pain', 'pain']",0,0,0,1,0,0,0.125
166839,"As stated, before he was asked to go more in more detail regarding the conversation he completely refused with no explanation.",1,state ask detail conversation completely refuse explanation,"['state', 'state ask', 'state ask detail', 'state ask detail conversation', 'state ask detail conversation completely', 'state ask detail conversation completely refuse', 'state ask detail conversation completely refuse explanation', 'ask', 'ask detail', 'ask detail conversation', 'ask detail conversation completely', 'ask detail conversation completely refuse', 'ask detail conversation completely refuse explanation', 'detail', 'detail conversation', 'detail conversation completely', 'detail conversation completely refuse', 'detail conversation completely refuse explanation', 'conversation', 'conversation completely', 'conversation completely refuse', 'conversation completely refuse explanation', 'completely', 'completely refuse', 'completely refuse explanation', 'refuse', 'refuse explanation', 'explanation']",1,0,0,0,0,0,0.125
100433,My first contact was with staff and I was completely blown away by how helpful,0,contact staff completely blow away helpful,"['contact', 'contact staff', 'contact staff completely', 'contact staff completely blow', 'contact staff completely blow away', 'contact staff completely blow away helpful', 'staff', 'staff completely', 'staff completely blow', 'staff completely blow away', 'staff completely blow away helpful', 'completely', 'completely blow', 'completely blow away', 'completely blow away helpful', 'blow', 'blow away', 'blow away helpful', 'away', 'away helpful', 'helpful']",1,0,0,0,0,0,0.125
116573,I was completely comfortable with his treatment.,0,completely comfortable treatment,"['completely', 'completely comfortable', 'completely comfortable treatment', 'comfortable', 'comfortable treatment', 'treatment']",1,0,0,0,0,0,0.125
104228,It's like an extended family anytime you deal with Dr. White's staff!,0,like extend family day deal dr white staff,"['like', 'like extend', 'like extend family', 'like extend family day', 'like extend family day deal', 'like extend family day deal dr', 'like extend family day deal dr white', 'like extend family day deal dr white staff', 'extend', 'extend family', 'extend family day', 'extend family day deal', 'extend family day deal dr', 'extend family day deal dr white', 'extend family day deal dr white staff', 'family', 'family day', 'family day deal', 'family day deal dr', 'family day deal dr white', 'family day deal dr white staff', 'day', 'day deal', 'day deal dr', 'day deal dr white', 'day deal dr white staff', 'deal', 'deal dr', 'deal dr white', 'deal dr white staff', 'dr', 'dr white', 'dr white staff', 'white', 'white staff', 'staff']",0,0,0,0,0,1,0.125
60146,I enjoyed him completely,0,enjoy completely,"['enjoy', 'enjoy completely', 'completely']",1,0,0,0,0,0,0.125
103904,My surgery was completely botched by her!,1,surgery completely mottle,"['surgery', 'surgery completely', 'surgery completely mottle', 'completely', 'completely mottle', 'mottle']",1,0,0,0,0,0,0.125
138801,"I came in for an testing, had blood drawn and then was told the Dr. forgot to check the box",1,come test blood draw tell dr forget check box,"['come', 'come test', 'come test blood', 'come test blood draw', 'come test blood draw tell', 'come test blood draw tell dr', 'come test blood draw tell dr forget', 'come test blood draw tell dr forget check', 'come test blood draw tell dr forget check box', 'test', 'test blood', 'test blood draw', 'test blood draw tell', 'test blood draw tell dr', 'test blood draw tell dr forget', 'test blood draw tell dr forget check', 'test blood draw tell dr forget check box', 'blood', 'blood draw', 'blood draw tell', 'blood draw tell dr', 'blood draw tell dr forget', 'blood draw tell dr forget check', 'blood draw tell dr forget check box', 'draw', 'draw tell', 'draw tell dr', 'draw tell dr forget', 'draw tell dr forget check', 'draw tell dr forget check box', 'tell', 'tell dr', 'tell dr forget', 'tell dr forget check', 'tell dr forget check box', 'dr', 'dr forget', 'dr forget check', 'dr forget check box', 'forget', 'forget check', 'forget check box', 'check', 'check box', 'box']",0,0,1,0,0,0,0.125
178037,"Pre-appointment instructions were very clear via text message, which was nice as this was my first (by far not my last) experience with IV Therapy.",0,preappointment instruction clear text message nice far experience four therapy,"['preappointment', 'preappointment instruction', 'preappointment instruction clear', 'preappointment instruction clear text', 'preappointment instruction clear text message', 'preappointment instruction clear text message nice', 'preappointment instruction clear text message nice far', 'preappointment instruction clear text message nice far experience', 'preappointment instruction clear text message nice far experience four', 'preappointment instruction clear text message nice far experience four therapy', 'instruction', 'instruction clear', 'instruction clear text', 'instruction clear text message', 'instruction clear text message nice', 'instruction clear text message nice far', 'instruction clear text message nice far experience', 'instruction clear text message nice far experience four', 'instruction clear text message nice far experience four therapy', 'clear', 'clear text', 'clear text message', 'clear text message nice', 'clear text message nice far', 'clear text message nice far experience', 'clear text message nice far experience four', 'clear text message nice far experience four therapy', 'text', 'text message', 'text message nice', 'text message nice far', 'text message nice far experience', 'text message nice far experience four', 'text message nice far experience four therapy', 'message', 'message nice', 'message nice far', 'message nice far experience', 'message nice far experience four', 'message nice far experience four therapy', 'nice', 'nice far', 'nice far experience', 'nice far experience four', 'nice far experience four therapy', 'far', 'far experience', 'far experience four', 'far experience four therapy', 'experience', 'experience four', 'experience four therapy', 'four', 'four therapy', 'therapy']",0,1,0,0,0,0,0.125
122942,They send you text reminders about your appointments!,0,send text reminder appointment,"['send', 'send text', 'send text reminder', 'send text reminder appointment', 'text', 'text reminder', 'text reminder appointment', 'reminder', 'reminder appointment', 'appointment']",0,1,0,0,0,0,0.125
85783,was completely worth it,0,completely worth,"['completely', 'completely worth', 'worth']",1,0,0,0,0,0,0.125
126433,it seems the staff that work there are completely biased of what they think to be young mothers.,1,staff work completely base think young mother,"['staff', 'staff work', 'staff work completely', 'staff work completely base', 'staff work completely base think', 'staff work completely base think young', 'staff work completely base think young mother', 'work', 'work completely', 'work completely base', 'work completely base think', 'work completely base think young', 'work completely base think young mother', 'completely', 'completely base', 'completely base think', 'completely base think young', 'completely base think young mother', 'base', 'base think', 'base think young', 'base think young mother', 'think', 'think young', 'think young mother', 'young', 'young mother', 'mother']",1,0,0,0,0,0,0.125
165641,They told me that they sent one but I told them that I don't see one in my text messages or email.,1,tell send tell text message e-mail,"['tell', 'tell send', 'tell send tell', 'tell send tell text', 'tell send tell text message', 'tell send tell text message e-mail', 'send', 'send tell', 'send tell text', 'send tell text message', 'send tell text message e-mail', 'tell', 'tell text', 'tell text message', 'tell text message e-mail', 'text', 'text message', 'text message e-mail', 'message', 'message e-mail', 'e-mail']",0,1,0,0,0,0,0.125
167100,Sometimes I didn't receive a text notification about appointments I had.,1,receive text ratification appointment,"['receive', 'receive text', 'receive text ratification', 'receive text ratification appointment', 'text', 'text ratification', 'text ratification appointment', 'ratification', 'ratification appointment', 'appointment']",0,1,0,0,0,0,0.125
158092,She's the go-to aesthetic RN that everybody in the Bay Area can completely trust with their cosmetic needs.,0,s get aesthetic everybody completely trust cosmetic need,"['s', 's get', 's get aesthetic', 's get aesthetic everybody', 's get aesthetic everybody completely', 's get aesthetic everybody completely trust', 's get aesthetic everybody completely trust cosmetic', 's get aesthetic everybody completely trust cosmetic need', 'get', 'get aesthetic', 'get aesthetic everybody', 'get aesthetic everybody completely', 'get aesthetic everybody completely trust', 'get aesthetic everybody completely trust cosmetic', 'get aesthetic everybody completely trust cosmetic need', 'aesthetic', 'aesthetic everybody', 'aesthetic everybody completely', 'aesthetic everybody completely trust', 'aesthetic everybody completely trust cosmetic', 'aesthetic everybody completely trust cosmetic need', 'everybody', 'everybody completely', 'everybody completely trust', 'everybody completely trust cosmetic', 'everybody completely trust cosmetic need', 'completely', 'completely trust', 'completely trust cosmetic', 'completely trust cosmetic need', 'trust', 'trust cosmetic', 'trust cosmetic need', 'cosmetic', 'cosmetic need', 'need']",1,0,0,0,0,0,0.125
178220,I didn't even know what to say ---- he completely failed me and left me with a flawed body.,1,know completely fail leave flow body,"['know', 'know completely', 'know completely fail', 'know completely fail leave', 'know completely fail leave flow', 'know completely fail leave flow body', 'completely', 'completely fail', 'completely fail leave', 'completely fail leave flow', 'completely fail leave flow body', 'fail', 'fail leave', 'fail leave flow', 'fail leave flow body', 'leave', 'leave flow', 'leave flow body', 'flow', 'flow body', 'body']",1,0,0,0,0,0,0.125
128498,Had a problem with dental block Dr. Sheridan gave which left two additional black,1,problem dental block give leave extra black,"['problem', 'problem dental', 'problem dental block', 'problem dental block give', 'problem dental block give leave', 'problem dental block give leave extra', 'problem dental block give leave extra black', 'dental', 'dental block', 'dental block give', 'dental block give leave', 'dental block give leave extra', 'dental block give leave extra black', 'block', 'block give', 'block give leave', 'block give leave extra', 'block give leave extra black', 'give', 'give leave', 'give leave extra', 'give leave extra black', 'leave', 'leave extra', 'leave extra black', 'extra', 'extra black', 'black']",0,0,0,1,0,0,0.125
159495,Let me just start saying this place makes you feel awful about yourself if you don?t fit in ?their I?ll help you box?,1,let start say place make feel awful fit ill help box,"['let', 'let start', 'let start say', 'let start say place', 'let start say place make', 'let start say place make feel', 'let start say place make feel awful', 'let start say place make feel awful fit', 'let start say place make feel awful fit ill', 'let start say place make feel awful fit ill help', 'let start say place make feel awful fit ill help box', 'start', 'start say', 'start say place', 'start say place make', 'start say place make feel', 'start say place make feel awful', 'start say place make feel awful fit', 'start say place make feel awful fit ill', 'start say place make feel awful fit ill help', 'start say place make feel awful fit ill help box', 'say', 'say place', 'say place make', 'say place make feel', 'say place make feel awful', 'say place make feel awful fit', 'say place make feel awful fit ill', 'say place make feel awful fit ill help', 'say place make feel awful fit ill help box', 'place', 'place make', 'place make feel', 'place make feel awful', 'place make feel awful fit', 'place make feel awful fit ill', 'place make feel awful fit ill help', 'place make feel awful fit ill help box', 'make', 'make feel', 'make feel awful', 'make feel awful fit', 'make feel awful fit ill', 'make feel awful fit ill help', 'make feel awful fit ill help box', 'feel', 'feel awful', 'feel awful fit', 'feel awful fit ill', 'feel awful fit ill help', 'feel awful fit ill help box', 'awful', 'awful fit', 'awful fit ill', 'awful fit ill help', 'awful fit ill help box', 'fit', 'fit ill', 'fit ill help', 'fit ill help box', 'ill', 'ill help', 'ill help box', 'help', 'help box', 'box']",0,0,1,0,0,0,0.125
132954,"The hyperbaric oxygen is amazing, after the first treatment my necrotic black tissue from plastic surgery complication started to turn pink",0,hyperbaric oxygen amaze treatment necrotic black tissue plastic surgery complication start turn pink,"['hyperbaric', 'hyperbaric oxygen', 'hyperbaric oxygen amaze', 'hyperbaric oxygen amaze treatment', 'hyperbaric oxygen amaze treatment necrotic', 'hyperbaric oxygen amaze treatment necrotic black', 'hyperbaric oxygen amaze treatment necrotic black tissue', 'hyperbaric oxygen amaze treatment necrotic black tissue plastic', 'hyperbaric oxygen amaze treatment necrotic black tissue plastic surgery', 'hyperbaric oxygen amaze treatment necrotic black tissue plastic surgery complication', 'hyperbaric oxygen amaze treatment necrotic black tissue plastic surgery complication start', 'hyperbaric oxygen amaze treatment necrotic black tissue plastic surgery complication start turn', 'hyperbaric oxygen amaze treatment necrotic black tissue plastic surgery complication start turn pink', 'oxygen', 'oxygen amaze', 'oxygen amaze treatment', 'oxygen amaze treatment necrotic', 'oxygen amaze treatment necrotic black', 'oxygen amaze treatment necrotic black tissue', 'oxygen amaze treatment necrotic black tissue plastic', 'oxygen amaze treatment necrotic black tissue plastic surgery', 'oxygen amaze treatment necrotic black tissue plastic surgery complication', 'oxygen amaze treatment necrotic black tissue plastic surgery complication start', 'oxygen amaze treatment necrotic black tissue plastic surgery complication start turn', 'oxygen amaze treatment necrotic black tissue plastic surgery complication start turn pink', 'amaze', 'amaze treatment', 'amaze treatment necrotic', 'amaze treatment necrotic black', 'amaze treatment necrotic black tissue', 'amaze treatment necrotic black tissue plastic', 'amaze treatment necrotic black tissue plastic surgery', 'amaze treatment necrotic black tissue plastic surgery complication', 'amaze treatment necrotic black tissue plastic surgery complication start', 'amaze treatment necrotic black tissue plastic surgery complication start turn', 'amaze treatment necrotic black tissue plastic surgery complication start turn pink', 'treatment', 'treatment necrotic', 'treatment necrotic black', 'treatment necrotic black tissue', 'treatment necrotic black tissue plastic', 'treatment necrotic black tissue plastic surgery', 'treatment necrotic black tissue plastic surgery complication', 'treatment necrotic black tissue plastic surgery complication start', 'treatment necrotic black tissue plastic surgery complication start turn', 'treatment necrotic black tissue plastic surgery complication start turn pink', 'necrotic', 'necrotic black', 'necrotic black tissue', 'necrotic black tissue plastic', 'necrotic black tissue plastic surgery', 'necrotic black tissue plastic surgery complication', 'necrotic black tissue plastic surgery complication start', 'necrotic black tissue plastic surgery complication start turn', 'necrotic black tissue plastic surgery complication start turn pink', 'black', 'black tissue', 'black tissue plastic', 'black tissue plastic surgery', 'black tissue plastic surgery complication', 'black tissue plastic surgery complication start', 'black tissue plastic surgery complication start turn', 'black tissue plastic surgery complication start turn pink', 'tissue', 'tissue plastic', 'tissue plastic surgery', 'tissue plastic surgery complication', 'tissue plastic surgery complication start', 'tissue plastic surgery complication start turn', 'tissue plastic surgery complication start turn pink', 'plastic', 'plastic surgery', 'plastic surgery complication', 'plastic surgery complication start', 'plastic surgery complication start turn', 'plastic surgery complication start turn pink', 'surgery', 'surgery complication', 'surgery complication start', 'surgery complication start turn', 'surgery complication start turn pink', 'complication', 'complication start', 'complication start turn', 'complication start turn pink', 'start', 'start turn', 'start turn pink', 'turn', 'turn pink', 'pink']",0,0,0,1,0,0,0.125
128005,He has a delightful bedside manner and answered all of my many questions completely.,0,delightful bedside manner answer question completely,"['delightful', 'delightful bedside', 'delightful bedside manner', 'delightful bedside manner answer', 'delightful bedside manner answer question', 'delightful bedside manner answer question completely', 'bedside', 'bedside manner', 'bedside manner answer', 'bedside manner answer question', 'bedside manner answer question completely', 'manner', 'manner answer', 'manner answer question', 'manner answer question completely', 'answer', 'answer question', 'answer question completely', 'question', 'question completely', 'completely']",1,0,0,0,0,0,0.125
99267,"From her attentive and professional office staff to the doctor's expert knowledge of my situation, I felt completely at ea.",0,attentive professional office staff doctor expert cognition situation feel completely,"['attentive', 'attentive professional', 'attentive professional office', 'attentive professional office staff', 'attentive professional office staff doctor', 'attentive professional office staff doctor expert', 'attentive professional office staff doctor expert cognition', 'attentive professional office staff doctor expert cognition situation', 'attentive professional office staff doctor expert cognition situation feel', 'attentive professional office staff doctor expert cognition situation feel completely', 'professional', 'professional office', 'professional office staff', 'professional office staff doctor', 'professional office staff doctor expert', 'professional office staff doctor expert cognition', 'professional office staff doctor expert cognition situation', 'professional office staff doctor expert cognition situation feel', 'professional office staff doctor expert cognition situation feel completely', 'office', 'office staff', 'office staff doctor', 'office staff doctor expert', 'office staff doctor expert cognition', 'office staff doctor expert cognition situation', 'office staff doctor expert cognition situation feel', 'office staff doctor expert cognition situation feel completely', 'staff', 'staff doctor', 'staff doctor expert', 'staff doctor expert cognition', 'staff doctor expert cognition situation', 'staff doctor expert cognition situation feel', 'staff doctor expert cognition situation feel completely', 'doctor', 'doctor expert', 'doctor expert cognition', 'doctor expert cognition situation', 'doctor expert cognition situation feel', 'doctor expert cognition situation feel completely', 'expert', 'expert cognition', 'expert cognition situation', 'expert cognition situation feel', 'expert cognition situation feel completely', 'cognition', 'cognition situation', 'cognition situation feel', 'cognition situation feel completely', 'situation', 'situation feel', 'situation feel completely', 'feel', 'feel completely', 'completely']",1,0,0,0,0,0,0.125
71269,My smile has been completely transformed and.,0,smile completely transform,"['smile', 'smile completely', 'smile completely transform', 'completely', 'completely transform', 'transform']",1,0,0,0,0,0,0.125
178794,dismiss LITERALLY EVERY CONCERN IHAD completely disregarding my own xrays that INFACT CONFIRMED my tooth was not only loose,1,dismiss literally concern completely ignore ray intact confirm tooth loose,"['dismiss', 'dismiss literally', 'dismiss literally concern', 'dismiss literally concern completely', 'dismiss literally concern completely ignore', 'dismiss literally concern completely ignore ray', 'dismiss literally concern completely ignore ray intact', 'dismiss literally concern completely ignore ray intact confirm', 'dismiss literally concern completely ignore ray intact confirm tooth', 'dismiss literally concern completely ignore ray intact confirm tooth loose', 'literally', 'literally concern', 'literally concern completely', 'literally concern completely ignore', 'literally concern completely ignore ray', 'literally concern completely ignore ray intact', 'literally concern completely ignore ray intact confirm', 'literally concern completely ignore ray intact confirm tooth', 'literally concern completely ignore ray intact confirm tooth loose', 'concern', 'concern completely', 'concern completely ignore', 'concern completely ignore ray', 'concern completely ignore ray intact', 'concern completely ignore ray intact confirm', 'concern completely ignore ray intact confirm tooth', 'concern completely ignore ray intact confirm tooth loose', 'completely', 'completely ignore', 'completely ignore ray', 'completely ignore ray intact', 'completely ignore ray intact confirm', 'completely ignore ray intact confirm tooth', 'completely ignore ray intact confirm tooth loose', 'ignore', 'ignore ray', 'ignore ray intact', 'ignore ray intact confirm', 'ignore ray intact confirm tooth', 'ignore ray intact confirm tooth loose', 'ray', 'ray intact', 'ray intact confirm', 'ray intact confirm tooth', 'ray intact confirm tooth loose', 'intact', 'intact confirm', 'intact confirm tooth', 'intact confirm tooth loose', 'confirm', 'confirm tooth', 'confirm tooth loose', 'tooth', 'tooth loose', 'loose']",1,0,0,0,0,0,0.125
184595,"Take all the ""must have"" qualities you would want to see in a surgeon and place them in a box.",0,quality want surgeon place box,"['quality', 'quality want', 'quality want surgeon', 'quality want surgeon place', 'quality want surgeon place box', 'want', 'want surgeon', 'want surgeon place', 'want surgeon place box', 'surgeon', 'surgeon place', 'surgeon place box', 'place', 'place box', 'box']",0,0,1,0,0,0,0.125
182824,"Alone, mostly naked and was completely ignored by Dr Su and his nurse!",1,naked completely ignore nurse,"['naked', 'naked completely', 'naked completely ignore', 'naked completely ignore nurse', 'completely', 'completely ignore', 'completely ignore nurse', 'ignore', 'ignore nurse', 'nurse']",1,0,0,0,0,0,0.125
102472,Suggestion cards that fit in suggestion box.,1,suggestion card fit suggestion box,"['suggestion', 'suggestion card', 'suggestion card fit', 'suggestion card fit suggestion', 'suggestion card fit suggestion box', 'card', 'card fit', 'card fit suggestion', 'card fit suggestion box', 'fit', 'fit suggestion', 'fit suggestion box', 'suggestion', 'suggestion box', 'box']",0,0,1,0,0,0,0.125
126274,"staff by the name of Alondra, Mariana and Vanessa were completely rude and did even acknowledge me.",1,staff vinesse completely rude acknowledge,"['staff', 'staff vinesse', 'staff vinesse completely', 'staff vinesse completely rude', 'staff vinesse completely rude acknowledge', 'vinesse', 'vinesse completely', 'vinesse completely rude', 'vinesse completely rude acknowledge', 'completely', 'completely rude', 'completely rude acknowledge', 'rude', 'rude acknowledge', 'acknowledge']",1,0,0,0,0,0,0.125
76421,"After it was all done with, my teeth are definitely much whiter.",0,tooth decidedly white,"['tooth', 'tooth decidedly', 'tooth decidedly white', 'decidedly', 'decidedly white', 'white']",0,0,0,0,0,1,0.125
91044,"I never thought looking like this would be possible for me, and I'm so grateful to Dr. White",0,think look like possible m grateful dr white,"['think', 'think look', 'think look like', 'think look like possible', 'think look like possible m', 'think look like possible m grateful', 'think look like possible m grateful dr', 'think look like possible m grateful dr white', 'look', 'look like', 'look like possible', 'look like possible m', 'look like possible m grateful', 'look like possible m grateful dr', 'look like possible m grateful dr white', 'like', 'like possible', 'like possible m', 'like possible m grateful', 'like possible m grateful dr', 'like possible m grateful dr white', 'possible', 'possible m', 'possible m grateful', 'possible m grateful dr', 'possible m grateful dr white', 'm', 'm grateful', 'm grateful dr', 'm grateful dr white', 'grateful', 'grateful dr', 'grateful dr white', 'dr', 'dr white', 'white']",0,0,0,0,0,1,0.125
95889,and I did not even need my pain medication after the day of surgery. 6 months after my surgery the scar was completely gone.,0,need pain meditation surgery surgery scar completely go,"['need', 'need pain', 'need pain meditation', 'need pain meditation surgery', 'need pain meditation surgery surgery', 'need pain meditation surgery surgery scar', 'need pain meditation surgery surgery scar completely', 'need pain meditation surgery surgery scar completely go', 'pain', 'pain meditation', 'pain meditation surgery', 'pain meditation surgery surgery', 'pain meditation surgery surgery scar', 'pain meditation surgery surgery scar completely', 'pain meditation surgery surgery scar completely go', 'meditation', 'meditation surgery', 'meditation surgery surgery', 'meditation surgery surgery scar', 'meditation surgery surgery scar completely', 'meditation surgery surgery scar completely go', 'surgery', 'surgery surgery', 'surgery surgery scar', 'surgery surgery scar completely', 'surgery surgery scar completely go', 'surgery', 'surgery scar', 'surgery scar completely', 'surgery scar completely go', 'scar', 'scar completely', 'scar completely go', 'completely', 'completely go', 'go']",1,0,0,0,0,0,0.125
159945,I felt like I hit the gym and did a bunch of sit ups but it was completely tolerable with just extra strength Tylenol.,0,feel like hit grm bunch sit completely tolerable extra strength acetaminophen,"['feel', 'feel like', 'feel like hit', 'feel like hit grm', 'feel like hit grm bunch', 'feel like hit grm bunch sit', 'feel like hit grm bunch sit completely', 'feel like hit grm bunch sit completely tolerable', 'feel like hit grm bunch sit completely tolerable extra', 'feel like hit grm bunch sit completely tolerable extra strength', 'feel like hit grm bunch sit completely tolerable extra strength acetaminophen', 'like', 'like hit', 'like hit grm', 'like hit grm bunch', 'like hit grm bunch sit', 'like hit grm bunch sit completely', 'like hit grm bunch sit completely tolerable', 'like hit grm bunch sit completely tolerable extra', 'like hit grm bunch sit completely tolerable extra strength', 'like hit grm bunch sit completely tolerable extra strength acetaminophen', 'hit', 'hit grm', 'hit grm bunch', 'hit grm bunch sit', 'hit grm bunch sit completely', 'hit grm bunch sit completely tolerable', 'hit grm bunch sit completely tolerable extra', 'hit grm bunch sit completely tolerable extra strength', 'hit grm bunch sit completely tolerable extra strength acetaminophen', 'grm', 'grm bunch', 'grm bunch sit', 'grm bunch sit completely', 'grm bunch sit completely tolerable', 'grm bunch sit completely tolerable extra', 'grm bunch sit completely tolerable extra strength', 'grm bunch sit completely tolerable extra strength acetaminophen', 'bunch', 'bunch sit', 'bunch sit completely', 'bunch sit completely tolerable', 'bunch sit completely tolerable extra', 'bunch sit completely tolerable extra strength', 'bunch sit completely tolerable extra strength acetaminophen', 'sit', 'sit completely', 'sit completely tolerable', 'sit completely tolerable extra', 'sit completely tolerable extra strength', 'sit completely tolerable extra strength acetaminophen', 'completely', 'completely tolerable', 'completely tolerable extra', 'completely tolerable extra strength', 'completely tolerable extra strength acetaminophen', 'tolerable', 'tolerable extra', 'tolerable extra strength', 'tolerable extra strength acetaminophen', 'extra', 'extra strength', 'extra strength acetaminophen', 'strength', 'strength acetaminophen', 'acetaminophen']",1,0,0,0,0,0,0.125
69325,My nose appears more natural and the irregularities are almost completely gone.,0,nose appear natural irregularity completely go,"['nose', 'nose appear', 'nose appear natural', 'nose appear natural irregularity', 'nose appear natural irregularity completely', 'nose appear natural irregularity completely go', 'appear', 'appear natural', 'appear natural irregularity', 'appear natural irregularity completely', 'appear natural irregularity completely go', 'natural', 'natural irregularity', 'natural irregularity completely', 'natural irregularity completely go', 'irregularity', 'irregularity completely', 'irregularity completely go', 'completely', 'completely go', 'go']",1,0,0,0,0,0,0.125
163535,"Anyway, we were able to text Dr. Brown.",0,able text dr brown,"['able', 'able text', 'able text dr', 'able text dr brown', 'text', 'text dr', 'text dr brown', 'dr', 'dr brown', 'brown']",0,1,0,0,0,0,0.125
108391,and they tried talking me into another one completely - even with my being very clear why I was there.,1,try talk completely clear,"['try', 'try talk', 'try talk completely', 'try talk completely clear', 'talk', 'talk completely', 'talk completely clear', 'completely', 'completely clear', 'clear']",1,0,0,0,0,0,0.125
58185,I am completely satisfied.  ,0,completely satisfy,"['completely', 'completely satisfy', 'satisfy']",1,0,0,0,0,0,0.125
153244,I asked him several times what type of filler he used he replied to my text but never answered my question.,1,ask time type filler answer text answer question,"['ask', 'ask time', 'ask time type', 'ask time type filler', 'ask time type filler answer', 'ask time type filler answer text', 'ask time type filler answer text answer', 'ask time type filler answer text answer question', 'time', 'time type', 'time type filler', 'time type filler answer', 'time type filler answer text', 'time type filler answer text answer', 'time type filler answer text answer question', 'type', 'type filler', 'type filler answer', 'type filler answer text', 'type filler answer text answer', 'type filler answer text answer question', 'filler', 'filler answer', 'filler answer text', 'filler answer text answer', 'filler answer text answer question', 'answer', 'answer text', 'answer text answer', 'answer text answer question', 'text', 'text answer', 'text answer question', 'answer', 'answer question', 'question']",0,1,0,0,0,0,0.125
123479,It looks like she used a dirty box cutter in a dark operating room.,1,look like dirty box utter dark operate room,"['look', 'look like', 'look like dirty', 'look like dirty box', 'look like dirty box utter', 'look like dirty box utter dark', 'look like dirty box utter dark operate', 'look like dirty box utter dark operate room', 'like', 'like dirty', 'like dirty box', 'like dirty box utter', 'like dirty box utter dark', 'like dirty box utter dark operate', 'like dirty box utter dark operate room', 'dirty', 'dirty box', 'dirty box utter', 'dirty box utter dark', 'dirty box utter dark operate', 'dirty box utter dark operate room', 'box', 'box utter', 'box utter dark', 'box utter dark operate', 'box utter dark operate room', 'utter', 'utter dark', 'utter dark operate', 'utter dark operate room', 'dark', 'dark operate', 'dark operate room', 'operate', 'operate room', 'room']",0,0,1,0,0,0,0.125
168034,I decided to write this after reading several of his disastrous reviews of patients with similar experiences.,1,decide write read black review patient similar experience,"['decide', 'decide write', 'decide write read', 'decide write read black', 'decide write read black review', 'decide write read black review patient', 'decide write read black review patient similar', 'decide write read black review patient similar experience', 'write', 'write read', 'write read black', 'write read black review', 'write read black review patient', 'write read black review patient similar', 'write read black review patient similar experience', 'read', 'read black', 'read black review', 'read black review patient', 'read black review patient similar', 'read black review patient similar experience', 'black', 'black review', 'black review patient', 'black review patient similar', 'black review patient similar experience', 'review', 'review patient', 'review patient similar', 'review patient similar experience', 'patient', 'patient similar', 'patient similar experience', 'similar', 'similar experience', 'experience']",0,0,0,1,0,0,0.125
120083,and doctor because you can call or text him anytime and he will reply.,0,doctor text day reply,"['doctor', 'doctor text', 'doctor text day', 'doctor text day reply', 'text', 'text day', 'text day reply', 'day', 'day reply', 'reply']",0,1,0,0,0,0,0.125
