commentId,comment,classification,comment_processed,word_phrase_list,calm,sweetness,visit,similarity_score
87256,Enjoy my visit to his office which is had to say about going to a dentist in the past.,0,enjoy visit office go dentist past,"['enjoy', 'enjoy visit', 'enjoy visit office', 'enjoy visit office go', 'enjoy visit office go dentist', 'enjoy visit office go dentist past', 'visit', 'visit office', 'visit office go', 'visit office go dentist', 'visit office go dentist past', 'office', 'office go', 'office go dentist', 'office go dentist past', 'go', 'go dentist', 'go dentist past', 'dentist', 'dentist past', 'past']",0,0,1,0.1111111111111111
133888,The wait time was a lot less than I expected (probably due to the fact the this is my second visit),0,wait time lot expect probably fact visit,"['wait', 'wait time', 'wait time lot', 'wait time lot expect', 'wait time lot expect probably', 'wait time lot expect probably fact', 'wait time lot expect probably fact visit', 'time', 'time lot', 'time lot expect', 'time lot expect probably', 'time lot expect probably fact', 'time lot expect probably fact visit', 'lot', 'lot expect', 'lot expect probably', 'lot expect probably fact', 'lot expect probably fact visit', 'expect', 'expect probably', 'expect probably fact', 'expect probably fact visit', 'probably', 'probably fact', 'probably fact visit', 'fact', 'fact visit', 'visit']",0,0,1,0.09615384615384617
139798,but could not be more satisfied with the visit.,0,not satisfy visit,"['not', 'not satisfy', 'not satisfy visit', 'satisfy', 'satisfy visit', 'visit']",0,0,1,0.16666666666666666
69353,We never waited more than 5 minutes in the waiting room for our visits.,0,wait wait room visit,"['wait', 'wait wait', 'wait wait room', 'wait wait room visit', 'wait', 'wait room', 'wait room visit', 'room', 'room visit', 'visit']",0,0,1,0.14705882352941177
136159,The Dr. walked me to the check out/scheduling area to make my follow up appointment at the conclusion of our visit.,0,dr walk check outscheduling area follow appointment conclusion visit,"['dr', 'dr walk', 'dr walk check', 'dr walk check outscheduling', 'dr walk check outscheduling area', 'dr walk check outscheduling area follow', 'dr walk check outscheduling area follow appointment', 'dr walk check outscheduling area follow appointment conclusion', 'dr walk check outscheduling area follow appointment conclusion visit', 'walk', 'walk check', 'walk check outscheduling', 'walk check outscheduling area', 'walk check outscheduling area follow', 'walk check outscheduling area follow appointment', 'walk check outscheduling area follow appointment conclusion', 'walk check outscheduling area follow appointment conclusion visit', 'check', 'check outscheduling', 'check outscheduling area', 'check outscheduling area follow', 'check outscheduling area follow appointment', 'check outscheduling area follow appointment conclusion', 'check outscheduling area follow appointment conclusion visit', 'outscheduling', 'outscheduling area', 'outscheduling area follow', 'outscheduling area follow appointment', 'outscheduling area follow appointment conclusion', 'outscheduling area follow appointment conclusion visit', 'area', 'area follow', 'area follow appointment', 'area follow appointment conclusion', 'area follow appointment conclusion visit', 'follow', 'follow appointment', 'follow appointment conclusion', 'follow appointment conclusion visit', 'appointment', 'appointment conclusion', 'appointment conclusion visit', 'conclusion', 'conclusion visit', 'visit']",0,0,1,0.07246376811594205
169885,"It's always such a treat to visit, and I look forward to returning every time.",0,treat visit look forward return time,"['treat', 'treat visit', 'treat visit look', 'treat visit look forward', 'treat visit look forward return', 'treat visit look forward return time', 'visit', 'visit look', 'visit look forward', 'visit look forward return', 'visit look forward return time', 'look', 'look forward', 'look forward return', 'look forward return time', 'forward', 'forward return', 'forward return time', 'return', 'return time', 'time']",0,0,1,0.1111111111111111
141707,My visit with Casey Johnson in the staff at PPSD are always a positive experience.,0,visit staff pp positive experience,"['visit', 'visit staff', 'visit staff pp', 'visit staff pp positive', 'visit staff pp positive experience', 'staff', 'staff pp', 'staff pp positive', 'staff pp positive experience', 'pp', 'pp positive', 'pp positive experience', 'positive', 'positive experience', 'experience']",0,0,1,0.12820512820512822
140768,"She and I visited Dr. Khorasani at his private office, where Dr. Khorasani and his wife, Cindy greeted us both with big hugs.",0,visit private office wife greet big huge,"['visit', 'visit private', 'visit private office', 'visit private office wife', 'visit private office wife greet', 'visit private office wife greet big', 'visit private office wife greet big huge', 'private', 'private office', 'private office wife', 'private office wife greet', 'private office wife greet big', 'private office wife greet big huge', 'office', 'office wife', 'office wife greet', 'office wife greet big', 'office wife greet big huge', 'wife', 'wife greet', 'wife greet big', 'wife greet big huge', 'greet', 'greet big', 'greet big huge', 'big', 'big huge', 'huge']",0,0,1,0.09615384615384617
151833,Id give my visit 100%,0,visit,['visit'],0,0,1,0.2
166469,si en una visita una trabajadora se ofrece a ayudarte resulta que en tu sigiente,1,silicon en united nations visit united nations trabajadora selenium free ayudarte result que en tu sigiente,"['silicon', 'silicon en', 'silicon en united', 'silicon en united nations', 'silicon en united nations visit', 'silicon en united nations visit united', 'silicon en united nations visit united nations', 'silicon en united nations visit united nations trabajadora', 'silicon en united nations visit united nations trabajadora selenium', 'silicon en united nations visit united nations trabajadora selenium free', 'silicon en united nations visit united nations trabajadora selenium free ayudarte', 'silicon en united nations visit united nations trabajadora selenium free ayudarte result', 'silicon en united nations visit united nations trabajadora selenium free ayudarte result que', 'silicon en united nations visit united nations trabajadora selenium free ayudarte result que en', 'silicon en united nations visit united nations trabajadora selenium free ayudarte result que en tu', 'silicon en united nations visit united nations trabajadora selenium free ayudarte result que en tu sigiente', 'en', 'en united', 'en united nations', 'en united nations visit', 'en united nations visit united', 'en united nations visit united nations', 'en united nations visit united nations trabajadora', 'en united nations visit united nations trabajadora selenium', 'en united nations visit united nations trabajadora selenium free', 'en united nations visit united nations trabajadora selenium free ayudarte', 'en united nations visit united nations trabajadora selenium free ayudarte result', 'en united nations visit united nations trabajadora selenium free ayudarte result que', 'en united nations visit united nations trabajadora selenium free ayudarte result que en', 'en united nations visit united nations trabajadora selenium free ayudarte result que en tu', 'en united nations visit united nations trabajadora selenium free ayudarte result que en tu sigiente', 'united', 'united nations', 'united nations visit', 'united nations visit united', 'united nations visit united nations', 'united nations visit united nations trabajadora', 'united nations visit united nations trabajadora selenium', 'united nations visit united nations trabajadora selenium free', 'united nations visit united nations trabajadora selenium free ayudarte', 'united nations visit united nations trabajadora selenium free ayudarte result', 'united nations visit united nations trabajadora selenium free ayudarte result que', 'united nations visit united nations trabajadora selenium free ayudarte result que en', 'united nations visit united nations trabajadora selenium free ayudarte result que en tu', 'united nations visit united nations trabajadora selenium free ayudarte result que en tu sigiente', 'nations', 'nations visit', 'nations visit united', 'nations visit united nations', 'nations visit united nations trabajadora', 'nations visit united nations trabajadora selenium', 'nations visit united nations trabajadora selenium free', 'nations visit united nations trabajadora selenium free ayudarte', 'nations visit united nations trabajadora selenium free ayudarte result', 'nations visit united nations trabajadora selenium free ayudarte result que', 'nations visit united nations trabajadora selenium free ayudarte result que en', 'nations visit united nations trabajadora selenium free ayudarte result que en tu', 'nations visit united nations trabajadora selenium free ayudarte result que en tu sigiente', 'visit', 'visit united', 'visit united nations', 'visit united nations trabajadora', 'visit united nations trabajadora selenium', 'visit united nations trabajadora selenium free', 'visit united nations trabajadora selenium free ayudarte', 'visit united nations trabajadora selenium free ayudarte result', 'visit united nations trabajadora selenium free ayudarte result que', 'visit united nations trabajadora selenium free ayudarte result que en', 'visit united nations trabajadora selenium free ayudarte result que en tu', 'visit united nations trabajadora selenium free ayudarte result que en tu sigiente', 'united', 'united nations', 'united nations trabajadora', 'united nations trabajadora selenium', 'united nations trabajadora selenium free', 'united nations trabajadora selenium free ayudarte', 'united nations trabajadora selenium free ayudarte result', 'united nations trabajadora selenium free ayudarte result que', 'united nations trabajadora selenium free ayudarte result que en', 'united nations trabajadora selenium free ayudarte result que en tu', 'united nations trabajadora selenium free ayudarte result que en tu sigiente', 'nations', 'nations trabajadora', 'nations trabajadora selenium', 'nations trabajadora selenium free', 'nations trabajadora selenium free ayudarte', 'nations trabajadora selenium free ayudarte result', 'nations trabajadora selenium free ayudarte result que', 'nations trabajadora selenium free ayudarte result que en', 'nations trabajadora selenium free ayudarte result que en tu', 'nations trabajadora selenium free ayudarte result que en tu sigiente', 'trabajadora', 'trabajadora selenium', 'trabajadora selenium free', 'trabajadora selenium free ayudarte', 'trabajadora selenium free ayudarte result', 'trabajadora selenium free ayudarte result que', 'trabajadora selenium free ayudarte result que en', 'trabajadora selenium free ayudarte result que en tu', 'trabajadora selenium free ayudarte result que en tu sigiente', 'selenium', 'selenium free', 'selenium free ayudarte', 'selenium free ayudarte result', 'selenium free ayudarte result que', 'selenium free ayudarte result que en', 'selenium free ayudarte result que en tu', 'selenium free ayudarte result que en tu sigiente', 'free', 'free ayudarte', 'free ayudarte result', 'free ayudarte result que', 'free ayudarte result que en', 'free ayudarte result que en tu', 'free ayudarte result que en tu sigiente', 'ayudarte', 'ayudarte result', 'ayudarte result que', 'ayudarte result que en', 'ayudarte result que en tu', 'ayudarte result que en tu sigiente', 'result', 'result que', 'result que en', 'result que en tu', 'result que en tu sigiente', 'que', 'que en', 'que en tu', 'que en tu sigiente', 'en', 'en tu', 'en tu sigiente', 'tu', 'tu sigiente', 'sigiente']",0,0,1,0.03125000000000001
184837,Rose is very calming and provided me with all the information I requested.,0,rise calm provide information request,"['rise', 'rise calm', 'rise calm provide', 'rise calm provide information', 'rise calm provide information request', 'calm', 'calm provide', 'calm provide information', 'calm provide information request', 'provide', 'provide information', 'provide information request', 'information', 'information request', 'request']",1,0,0,0.12820512820512822
129400,The building is very calming.,0,build calm,"['build', 'build calm', 'calm']",1,0,0,0.18518518518518517
161250,I was greated with hostility on my first visit back.,1,great hostility visit,"['great', 'great hostility', 'great hostility visit', 'hostility', 'hostility visit', 'visit']",0,0,1,0.16666666666666666
73682,after a few scans and tests that same visit it turned out to be nerve compression in my elbows.,0,scar test visit turn nerve compression elbow,"['scar', 'scar test', 'scar test visit', 'scar test visit turn', 'scar test visit turn nerve', 'scar test visit turn nerve compression', 'scar test visit turn nerve compression elbow', 'test', 'test visit', 'test visit turn', 'test visit turn nerve', 'test visit turn nerve compression', 'test visit turn nerve compression elbow', 'visit', 'visit turn', 'visit turn nerve', 'visit turn nerve compression', 'visit turn nerve compression elbow', 'turn', 'turn nerve', 'turn nerve compression', 'turn nerve compression elbow', 'nerve', 'nerve compression', 'nerve compression elbow', 'compression', 'compression elbow', 'elbow']",0,0,1,0.09615384615384617
173647,The follow up visits were reassuring and fingers crossed it won't grow back.,0,follow visit reassure finger cross wo grow,"['follow', 'follow visit', 'follow visit reassure', 'follow visit reassure finger', 'follow visit reassure finger cross', 'follow visit reassure finger cross wo', 'follow visit reassure finger cross wo grow', 'visit', 'visit reassure', 'visit reassure finger', 'visit reassure finger cross', 'visit reassure finger cross wo', 'visit reassure finger cross wo grow', 'reassure', 'reassure finger', 'reassure finger cross', 'reassure finger cross wo', 'reassure finger cross wo grow', 'finger', 'finger cross', 'finger cross wo', 'finger cross wo grow', 'cross', 'cross wo', 'cross wo grow', 'wo', 'wo grow', 'grow']",0,0,1,0.09615384615384617
158588,I barely even saw the doctor after my first visit.,1,barely see doctor visit,"['barely', 'barely see', 'barely see doctor', 'barely see doctor visit', 'see', 'see doctor', 'see doctor visit', 'doctor', 'doctor visit', 'visit']",0,0,1,0.14705882352941177
104901,I experienced something for he first time this visit and she made me feel very comfortable.,0,experience time visit feel comfortable,"['experience', 'experience time', 'experience time visit', 'experience time visit feel', 'experience time visit feel comfortable', 'time', 'time visit', 'time visit feel', 'time visit feel comfortable', 'visit', 'visit feel', 'visit feel comfortable', 'feel', 'feel comfortable', 'comfortable']",0,0,1,0.12820512820512822
187430,"If I am ever in need while I am visiting, I would come here again.",0,need visit come,"['need', 'need visit', 'need visit come', 'visit', 'visit come', 'come']",0,0,1,0.16666666666666666
177310,and multiple office visits I was told two weeks before my procedure that I would now owe thousands of dollars towards my surgery.,1,multiple office visit tell procedure owe surgery,"['multiple', 'multiple office', 'multiple office visit', 'multiple office visit tell', 'multiple office visit tell procedure', 'multiple office visit tell procedure owe', 'multiple office visit tell procedure owe surgery', 'office', 'office visit', 'office visit tell', 'office visit tell procedure', 'office visit tell procedure owe', 'office visit tell procedure owe surgery', 'visit', 'visit tell', 'visit tell procedure', 'visit tell procedure owe', 'visit tell procedure owe surgery', 'tell', 'tell procedure', 'tell procedure owe', 'tell procedure owe surgery', 'procedure', 'procedure owe', 'procedure owe surgery', 'owe', 'owe surgery', 'surgery']",0,0,1,0.09615384615384617
111608,I will definitely be going back for a visit in the future.,0,decidedly go visit future,"['decidedly', 'decidedly go', 'decidedly go visit', 'decidedly go visit future', 'go', 'go visit', 'go visit future', 'visit', 'visit future', 'future']",0,0,1,0.14705882352941177
142964,He is empathetic and takes his time during your office visit with providing a thorough examination and explaination of the specifics of your visit.,0,sympathetic take time office visit provide thorough examination explanation specific visit,"['sympathetic', 'sympathetic take', 'sympathetic take time', 'sympathetic take time office', 'sympathetic take time office visit', 'sympathetic take time office visit provide', 'sympathetic take time office visit provide thorough', 'sympathetic take time office visit provide thorough examination', 'sympathetic take time office visit provide thorough examination explanation', 'sympathetic take time office visit provide thorough examination explanation specific', 'sympathetic take time office visit provide thorough examination explanation specific visit', 'take', 'take time', 'take time office', 'take time office visit', 'take time office visit provide', 'take time office visit provide thorough', 'take time office visit provide thorough examination', 'take time office visit provide thorough examination explanation', 'take time office visit provide thorough examination explanation specific', 'take time office visit provide thorough examination explanation specific visit', 'time', 'time office', 'time office visit', 'time office visit provide', 'time office visit provide thorough', 'time office visit provide thorough examination', 'time office visit provide thorough examination explanation', 'time office visit provide thorough examination explanation specific', 'time office visit provide thorough examination explanation specific visit', 'office', 'office visit', 'office visit provide', 'office visit provide thorough', 'office visit provide thorough examination', 'office visit provide thorough examination explanation', 'office visit provide thorough examination explanation specific', 'office visit provide thorough examination explanation specific visit', 'visit', 'visit provide', 'visit provide thorough', 'visit provide thorough examination', 'visit provide thorough examination explanation', 'visit provide thorough examination explanation specific', 'visit provide thorough examination explanation specific visit', 'provide', 'provide thorough', 'provide thorough examination', 'provide thorough examination explanation', 'provide thorough examination explanation specific', 'provide thorough examination explanation specific visit', 'thorough', 'thorough examination', 'thorough examination explanation', 'thorough examination explanation specific', 'thorough examination explanation specific visit', 'examination', 'examination explanation', 'examination explanation specific', 'examination explanation specific visit', 'explanation', 'explanation specific', 'explanation specific visit', 'specific', 'specific visit', 'visit']",0,0,1,0.055555555555555566
124485,"It was my first time visiting this office, and I was impressed how quick they were able to get me.",0,time visit office impress quick able,"['time', 'time visit', 'time visit office', 'time visit office impress', 'time visit office impress quick', 'time visit office impress quick able', 'visit', 'visit office', 'visit office impress', 'visit office impress quick', 'visit office impress quick able', 'office', 'office impress', 'office impress quick', 'office impress quick able', 'impress', 'impress quick', 'impress quick able', 'quick', 'quick able', 'able']",0,0,1,0.1111111111111111
115253,"She is caring, kind, insightful and takes time with me at every visit to manage my care.",0,dare kind insightful take time visit manage care,"['dare', 'dare kind', 'dare kind insightful', 'dare kind insightful take', 'dare kind insightful take time', 'dare kind insightful take time visit', 'dare kind insightful take time visit manage', 'dare kind insightful take time visit manage care', 'kind', 'kind insightful', 'kind insightful take', 'kind insightful take time', 'kind insightful take time visit', 'kind insightful take time visit manage', 'kind insightful take time visit manage care', 'insightful', 'insightful take', 'insightful take time', 'insightful take time visit', 'insightful take time visit manage', 'insightful take time visit manage care', 'take', 'take time', 'take time visit', 'take time visit manage', 'take time visit manage care', 'time', 'time visit', 'time visit manage', 'time visit manage care', 'visit', 'visit manage', 'visit manage care', 'manage', 'manage care', 'care']",0,0,1,0.08333333333333334
85732,I am reminded every time I visit Dr. Eye that he is the best dentist.,0,remind time visit dr eye good dentist,"['remind', 'remind time', 'remind time visit', 'remind time visit dr', 'remind time visit dr eye', 'remind time visit dr eye good', 'remind time visit dr eye good dentist', 'time', 'time visit', 'time visit dr', 'time visit dr eye', 'time visit dr eye good', 'time visit dr eye good dentist', 'visit', 'visit dr', 'visit dr eye', 'visit dr eye good', 'visit dr eye good dentist', 'dr', 'dr eye', 'dr eye good', 'dr eye good dentist', 'eye', 'eye good', 'eye good dentist', 'good', 'good dentist', 'dentist']",0,0,1,0.09615384615384617
81718,and education that went into my visits even prior to my procedure was very impressive.,0,education go visit prior procedure impressive,"['education', 'education go', 'education go visit', 'education go visit prior', 'education go visit prior procedure', 'education go visit prior procedure impressive', 'go', 'go visit', 'go visit prior', 'go visit prior procedure', 'go visit prior procedure impressive', 'visit', 'visit prior', 'visit prior procedure', 'visit prior procedure impressive', 'prior', 'prior procedure', 'prior procedure impressive', 'procedure', 'procedure impressive', 'impressive']",0,0,1,0.1111111111111111
150766,and re-wrap it my self SO what was the point of my visit if I had,1,reward self point visit,"['reward', 'reward self', 'reward self point', 'reward self point visit', 'self', 'self point', 'self point visit', 'point', 'point visit', 'visit']",0,0,1,0.14705882352941177
105741,My visit was exactly what I needed.,0,visit precisely need,"['visit', 'visit precisely', 'visit precisely need', 'precisely', 'precisely need', 'need']",0,0,1,0.16666666666666666
151011,"and all questions/concerns, this is where you need to visit.",0,questionsconcerns need visit,"['questionsconcerns', 'questionsconcerns need', 'questionsconcerns need visit', 'need', 'need visit', 'visit']",0,0,1,0.16666666666666666
161826,"an artist of the face, has an innately calming bedside manner, and only suggests what's right for you (not worried about the upsell).",0,artist face innate calm bedside manner suggest right not worry sell,"['artist', 'artist face', 'artist face innate', 'artist face innate calm', 'artist face innate calm bedside', 'artist face innate calm bedside manner', 'artist face innate calm bedside manner suggest', 'artist face innate calm bedside manner suggest right', 'artist face innate calm bedside manner suggest right not', 'artist face innate calm bedside manner suggest right not worry', 'artist face innate calm bedside manner suggest right not worry sell', 'face', 'face innate', 'face innate calm', 'face innate calm bedside', 'face innate calm bedside manner', 'face innate calm bedside manner suggest', 'face innate calm bedside manner suggest right', 'face innate calm bedside manner suggest right not', 'face innate calm bedside manner suggest right not worry', 'face innate calm bedside manner suggest right not worry sell', 'innate', 'innate calm', 'innate calm bedside', 'innate calm bedside manner', 'innate calm bedside manner suggest', 'innate calm bedside manner suggest right', 'innate calm bedside manner suggest right not', 'innate calm bedside manner suggest right not worry', 'innate calm bedside manner suggest right not worry sell', 'calm', 'calm bedside', 'calm bedside manner', 'calm bedside manner suggest', 'calm bedside manner suggest right', 'calm bedside manner suggest right not', 'calm bedside manner suggest right not worry', 'calm bedside manner suggest right not worry sell', 'bedside', 'bedside manner', 'bedside manner suggest', 'bedside manner suggest right', 'bedside manner suggest right not', 'bedside manner suggest right not worry', 'bedside manner suggest right not worry sell', 'manner', 'manner suggest', 'manner suggest right', 'manner suggest right not', 'manner suggest right not worry', 'manner suggest right not worry sell', 'suggest', 'suggest right', 'suggest right not', 'suggest right not worry', 'suggest right not worry sell', 'right', 'right not', 'right not worry', 'right not worry sell', 'not', 'not worry', 'not worry sell', 'worry', 'worry sell', 'sell']",1,0,0,0.055555555555555566
176665,probably spent a solid 20 minutes plus with Dr Richards on our first visit,0,probably spend solid minute plus dr richard visit,"['probably', 'probably spend', 'probably spend solid', 'probably spend solid minute', 'probably spend solid minute plus', 'probably spend solid minute plus dr', 'probably spend solid minute plus dr richard', 'probably spend solid minute plus dr richard visit', 'spend', 'spend solid', 'spend solid minute', 'spend solid minute plus', 'spend solid minute plus dr', 'spend solid minute plus dr richard', 'spend solid minute plus dr richard visit', 'solid', 'solid minute', 'solid minute plus', 'solid minute plus dr', 'solid minute plus dr richard', 'solid minute plus dr richard visit', 'minute', 'minute plus', 'minute plus dr', 'minute plus dr richard', 'minute plus dr richard visit', 'plus', 'plus dr', 'plus dr richard', 'plus dr richard visit', 'dr', 'dr richard', 'dr richard visit', 'richard', 'richard visit', 'visit']",0,0,1,0.08333333333333334
66455,She was totally prepared for the visit.,0,wholly prepare visit,"['wholly', 'wholly prepare', 'wholly prepare visit', 'prepare', 'prepare visit', 'visit']",0,0,1,0.16666666666666666
97075,He took time before visiting with us to review our case.,0,take time visit review case,"['take', 'take time', 'take time visit', 'take time visit review', 'take time visit review case', 'time', 'time visit', 'time visit review', 'time visit review case', 'visit', 'visit review', 'visit review case', 'review', 'review case', 'case']",0,0,1,0.12820512820512822
187642,Eric greeted me and proceeded to ask me a series of questions and explained what he was going to focus on during this visit.,0,greet proceed ask series question explain go focus visit,"['greet', 'greet proceed', 'greet proceed ask', 'greet proceed ask series', 'greet proceed ask series question', 'greet proceed ask series question explain', 'greet proceed ask series question explain go', 'greet proceed ask series question explain go focus', 'greet proceed ask series question explain go focus visit', 'proceed', 'proceed ask', 'proceed ask series', 'proceed ask series question', 'proceed ask series question explain', 'proceed ask series question explain go', 'proceed ask series question explain go focus', 'proceed ask series question explain go focus visit', 'ask', 'ask series', 'ask series question', 'ask series question explain', 'ask series question explain go', 'ask series question explain go focus', 'ask series question explain go focus visit', 'series', 'series question', 'series question explain', 'series question explain go', 'series question explain go focus', 'series question explain go focus visit', 'question', 'question explain', 'question explain go', 'question explain go focus', 'question explain go focus visit', 'explain', 'explain go', 'explain go focus', 'explain go focus visit', 'go', 'go focus', 'go focus visit', 'focus', 'focus visit', 'visit']",0,0,1,0.07246376811594205
117851,If you're considering any procedure (non-surgical or otherwise) I highly recommend a visit with Dr Chernoff;,0,consider procedure nonsurgical highly recommend visit dr chernoff,"['consider', 'consider procedure', 'consider procedure nonsurgical', 'consider procedure nonsurgical highly', 'consider procedure nonsurgical highly recommend', 'consider procedure nonsurgical highly recommend visit', 'consider procedure nonsurgical highly recommend visit dr', 'consider procedure nonsurgical highly recommend visit dr chernoff', 'procedure', 'procedure nonsurgical', 'procedure nonsurgical highly', 'procedure nonsurgical highly recommend', 'procedure nonsurgical highly recommend visit', 'procedure nonsurgical highly recommend visit dr', 'procedure nonsurgical highly recommend visit dr chernoff', 'nonsurgical', 'nonsurgical highly', 'nonsurgical highly recommend', 'nonsurgical highly recommend visit', 'nonsurgical highly recommend visit dr', 'nonsurgical highly recommend visit dr chernoff', 'highly', 'highly recommend', 'highly recommend visit', 'highly recommend visit dr', 'highly recommend visit dr chernoff', 'recommend', 'recommend visit', 'recommend visit dr', 'recommend visit dr chernoff', 'visit', 'visit dr', 'visit dr chernoff', 'dr', 'dr chernoff', 'chernoff']",0,0,1,0.08333333333333334
189088,"After multiple visits and procedures, my opinion remains at the highest.",0,multiple visit procedure opinion remain high,"['multiple', 'multiple visit', 'multiple visit procedure', 'multiple visit procedure opinion', 'multiple visit procedure opinion remain', 'multiple visit procedure opinion remain high', 'visit', 'visit procedure', 'visit procedure opinion', 'visit procedure opinion remain', 'visit procedure opinion remain high', 'procedure', 'procedure opinion', 'procedure opinion remain', 'procedure opinion remain high', 'opinion', 'opinion remain', 'opinion remain high', 'remain', 'remain high', 'high']",0,0,1,0.1111111111111111
105902,Our son broke his arm 2nd time in a year and their office was able to schedule an urgent visit same day.,0,son break arm neodymium time office able schedule pressing visit day,"['son', 'son break', 'son break arm', 'son break arm neodymium', 'son break arm neodymium time', 'son break arm neodymium time office', 'son break arm neodymium time office able', 'son break arm neodymium time office able schedule', 'son break arm neodymium time office able schedule pressing', 'son break arm neodymium time office able schedule pressing visit', 'son break arm neodymium time office able schedule pressing visit day', 'break', 'break arm', 'break arm neodymium', 'break arm neodymium time', 'break arm neodymium time office', 'break arm neodymium time office able', 'break arm neodymium time office able schedule', 'break arm neodymium time office able schedule pressing', 'break arm neodymium time office able schedule pressing visit', 'break arm neodymium time office able schedule pressing visit day', 'arm', 'arm neodymium', 'arm neodymium time', 'arm neodymium time office', 'arm neodymium time office able', 'arm neodymium time office able schedule', 'arm neodymium time office able schedule pressing', 'arm neodymium time office able schedule pressing visit', 'arm neodymium time office able schedule pressing visit day', 'neodymium', 'neodymium time', 'neodymium time office', 'neodymium time office able', 'neodymium time office able schedule', 'neodymium time office able schedule pressing', 'neodymium time office able schedule pressing visit', 'neodymium time office able schedule pressing visit day', 'time', 'time office', 'time office able', 'time office able schedule', 'time office able schedule pressing', 'time office able schedule pressing visit', 'time office able schedule pressing visit day', 'office', 'office able', 'office able schedule', 'office able schedule pressing', 'office able schedule pressing visit', 'office able schedule pressing visit day', 'able', 'able schedule', 'able schedule pressing', 'able schedule pressing visit', 'able schedule pressing visit day', 'schedule', 'schedule pressing', 'schedule pressing visit', 'schedule pressing visit day', 'pressing', 'pressing visit', 'pressing visit day', 'visit', 'visit day', 'day']",0,0,1,0.055555555555555566
