commentId,comment,classification,comment_processed,word_phrase_list,interest,interest personal,personal,personal life,life,similarity_score
162695,"Do not go to this man, one of my family members lives were ruined by Dr. Deuk.",1,not man family member life ruin desk,"['not', 'not man', 'not man family', 'not man family member', 'not man family member life', 'not man family member life ruin', 'not man family member life ruin desk', 'man', 'man family', 'man family member', 'man family member life', 'man family member life ruin', 'man family member life ruin desk', 'family', 'family member', 'family member life', 'family member life ruin', 'family member life ruin desk', 'member', 'member life', 'member life ruin', 'member life ruin desk', 'life', 'life ruin', 'life ruin desk', 'ruin', 'ruin desk', 'desk']",0,0,0,0,1,0.058823529411764705
62010,They are very personable and show much concern for the patients,0,personal concern patient,"['personal', 'personal concern', 'personal concern patient', 'concern', 'concern patient', 'patient']",0,0,1,0,0,0.16666666666666666
65075,I found that she was very personable and I felt that she listened to me.,0,find personal feel listen,"['find', 'find personal', 'find personal feel', 'find personal feel listen', 'personal', 'personal feel', 'personal feel listen', 'feel', 'feel listen', 'listen']",0,0,1,0,0,0.125
64582,She showed great interest.,0,show great interest,"['show', 'show great', 'show great interest', 'great', 'great interest', 'interest']",1,0,0,0,0,0.16666666666666666
104332,Earning my BA in History was helpful in my career and life.,0,earn barium history helpful career life,"['earn', 'earn barium', 'earn barium history', 'earn barium history helpful', 'earn barium history helpful career', 'earn barium history helpful career life', 'barium', 'barium history', 'barium history helpful', 'barium history helpful career', 'barium history helpful career life', 'history', 'history helpful', 'history helpful career', 'history helpful career life', 'helpful', 'helpful career', 'helpful career life', 'career', 'career life', 'life']",0,0,0,0,1,0.07407407407407407
97912,Incredibly personable,0,incredibly personal,"['incredibly', 'incredibly personal', 'personal']",0,0,1,0,0,0.2222222222222222
162524,They were very accommodating with scheduling and worked with me to schedule all appointments around my work hours and busy life style.,0,accommodation schelling work schedule appointment busy life style,"['accommodation', 'accommodation schelling', 'accommodation schelling work', 'accommodation schelling work schedule', 'accommodation schelling work schedule appointment', 'accommodation schelling work schedule appointment busy', 'accommodation schelling work schedule appointment busy life', 'accommodation schelling work schedule appointment busy life style', 'schelling', 'schelling work', 'schelling work schedule', 'schelling work schedule appointment', 'schelling work schedule appointment busy', 'schelling work schedule appointment busy life', 'schelling work schedule appointment busy life style', 'work', 'work schedule', 'work schedule appointment', 'work schedule appointment busy', 'work schedule appointment busy life', 'work schedule appointment busy life style', 'schedule', 'schedule appointment', 'schedule appointment busy', 'schedule appointment busy life', 'schedule appointment busy life style', 'appointment', 'appointment busy', 'appointment busy life', 'appointment busy life style', 'busy', 'busy life', 'busy life style', 'life', 'life style', 'style']",0,0,0,0,1,0.047619047619047616
128420,Debbie is always so personable.,0,personal,['personal'],0,0,1,0,0,0.2857142857142857
87746,Dr. Forman was always personable,0,personal,['personal'],0,0,1,0,0,0.2857142857142857
155709,Informative and personable!,0,information personal,"['information', 'information personal', 'personal']",0,0,1,0,0,0.2222222222222222
111274,Only a criminal doctor would perform a surgery on a healthy patient and cause them life injury and disability.,1,criminal perform surgery healthy patient cause life injury disability,"['criminal', 'criminal perform', 'criminal perform surgery', 'criminal perform surgery healthy', 'criminal perform surgery healthy patient', 'criminal perform surgery healthy patient cause', 'criminal perform surgery healthy patient cause life', 'criminal perform surgery healthy patient cause life injury', 'criminal perform surgery healthy patient cause life injury disability', 'perform', 'perform surgery', 'perform surgery healthy', 'perform surgery healthy patient', 'perform surgery healthy patient cause', 'perform surgery healthy patient cause life', 'perform surgery healthy patient cause life injury', 'perform surgery healthy patient cause life injury disability', 'surgery', 'surgery healthy', 'surgery healthy patient', 'surgery healthy patient cause', 'surgery healthy patient cause life', 'surgery healthy patient cause life injury', 'surgery healthy patient cause life injury disability', 'healthy', 'healthy patient', 'healthy patient cause', 'healthy patient cause life', 'healthy patient cause life injury', 'healthy patient cause life injury disability', 'patient', 'patient cause', 'patient cause life', 'patient cause life injury', 'patient cause life injury disability', 'cause', 'cause life', 'cause life injury', 'cause life injury disability', 'life', 'life injury', 'life injury disability', 'injury', 'injury disability', 'disability']",0,0,0,0,1,0.0392156862745098
159516,Clearly an operator preying on gullible women who are only interested in enhancing their beauty without getting ripped off!,1,clearly operator prey gullible woman interest enhance beauty get grip,"['clearly', 'clearly operator', 'clearly operator prey', 'clearly operator prey gullible', 'clearly operator prey gullible woman', 'clearly operator prey gullible woman interest', 'clearly operator prey gullible woman interest enhance', 'clearly operator prey gullible woman interest enhance beauty', 'clearly operator prey gullible woman interest enhance beauty get', 'clearly operator prey gullible woman interest enhance beauty get grip', 'operator', 'operator prey', 'operator prey gullible', 'operator prey gullible woman', 'operator prey gullible woman interest', 'operator prey gullible woman interest enhance', 'operator prey gullible woman interest enhance beauty', 'operator prey gullible woman interest enhance beauty get', 'operator prey gullible woman interest enhance beauty get grip', 'prey', 'prey gullible', 'prey gullible woman', 'prey gullible woman interest', 'prey gullible woman interest enhance', 'prey gullible woman interest enhance beauty', 'prey gullible woman interest enhance beauty get', 'prey gullible woman interest enhance beauty get grip', 'gullible', 'gullible woman', 'gullible woman interest', 'gullible woman interest enhance', 'gullible woman interest enhance beauty', 'gullible woman interest enhance beauty get', 'gullible woman interest enhance beauty get grip', 'woman', 'woman interest', 'woman interest enhance', 'woman interest enhance beauty', 'woman interest enhance beauty get', 'woman interest enhance beauty get grip', 'interest', 'interest enhance', 'interest enhance beauty', 'interest enhance beauty get', 'interest enhance beauty get grip', 'enhance', 'enhance beauty', 'enhance beauty get', 'enhance beauty get grip', 'beauty', 'beauty get', 'beauty get grip', 'get', 'get grip', 'grip']",1,0,0,0,0,0.03278688524590164
134821,"only interested in plugging me into a blank space in the schedule, 12 days from now!",1,interest plug blank space schedule,"['interest', 'interest plug', 'interest plug blank', 'interest plug blank space', 'interest plug blank space schedule', 'plug', 'plug blank', 'plug blank space', 'plug blank space schedule', 'blank', 'blank space', 'blank space schedule', 'space', 'space schedule', 'schedule']",1,0,0,0,0,0.09523809523809523
164189,I'm not gonna lie..if they didn't give me headphone blasting a song of my choice,0,not sodium life earphone blast song choice,"['not', 'not sodium', 'not sodium life', 'not sodium life earphone', 'not sodium life earphone blast', 'not sodium life earphone blast song', 'not sodium life earphone blast song choice', 'sodium', 'sodium life', 'sodium life earphone', 'sodium life earphone blast', 'sodium life earphone blast song', 'sodium life earphone blast song choice', 'life', 'life earphone', 'life earphone blast', 'life earphone blast song', 'life earphone blast song choice', 'earphone', 'earphone blast', 'earphone blast song', 'earphone blast song choice', 'blast', 'blast song', 'blast song choice', 'song', 'song choice', 'choice']",0,0,0,0,1,0.058823529411764705
93925,He saved my fathers life more than once.,0,save father life,"['save', 'save father', 'save father life', 'father', 'father life', 'life']",0,0,0,0,1,0.16666666666666666
63121,She took an active interest in how I was feeling.,0,take active interest feel,"['take', 'take active', 'take active interest', 'take active interest feel', 'active', 'active interest', 'active interest feel', 'interest', 'interest feel', 'feel']",1,0,0,0,0,0.125
139312,Sonia is one of the most professional and personable people I have had the pleasure to work with.,0,sonya professional personal people pleasure work,"['sonya', 'sonya professional', 'sonya professional personal', 'sonya professional personal people', 'sonya professional personal people pleasure', 'sonya professional personal people pleasure work', 'professional', 'professional personal', 'professional personal people', 'professional personal people pleasure', 'professional personal people pleasure work', 'personal', 'personal people', 'personal people pleasure', 'personal people pleasure work', 'people', 'people pleasure', 'people pleasure work', 'pleasure', 'pleasure work', 'work']",0,0,1,0,0,0.07407407407407407
105383,She definely has a patient for life for me and my family!,0,define patient life family,"['define', 'define patient', 'define patient life', 'define patient life family', 'patient', 'patient life', 'patient life family', 'life', 'life family', 'family']",0,0,0,0,1,0.125
101064,I am not vain but I consider myself outgoing and personable and an upscale patient and I was made to feel like garbage.,1,not vain consider outdo personal scale patient feel like garage,"['not', 'not vain', 'not vain consider', 'not vain consider outdo', 'not vain consider outdo personal', 'not vain consider outdo personal scale', 'not vain consider outdo personal scale patient', 'not vain consider outdo personal scale patient feel', 'not vain consider outdo personal scale patient feel like', 'not vain consider outdo personal scale patient feel like garage', 'vain', 'vain consider', 'vain consider outdo', 'vain consider outdo personal', 'vain consider outdo personal scale', 'vain consider outdo personal scale patient', 'vain consider outdo personal scale patient feel', 'vain consider outdo personal scale patient feel like', 'vain consider outdo personal scale patient feel like garage', 'consider', 'consider outdo', 'consider outdo personal', 'consider outdo personal scale', 'consider outdo personal scale patient', 'consider outdo personal scale patient feel', 'consider outdo personal scale patient feel like', 'consider outdo personal scale patient feel like garage', 'outdo', 'outdo personal', 'outdo personal scale', 'outdo personal scale patient', 'outdo personal scale patient feel', 'outdo personal scale patient feel like', 'outdo personal scale patient feel like garage', 'personal', 'personal scale', 'personal scale patient', 'personal scale patient feel', 'personal scale patient feel like', 'personal scale patient feel like garage', 'scale', 'scale patient', 'scale patient feel', 'scale patient feel like', 'scale patient feel like garage', 'patient', 'patient feel', 'patient feel like', 'patient feel like garage', 'feel', 'feel like', 'feel like garage', 'like', 'like garage', 'garage']",0,0,1,0,0,0.03278688524590164
144938,The young man at the front desk was personable and welcoming;,0,young man desk personal welcome,"['young', 'young man', 'young man desk', 'young man desk personal', 'young man desk personal welcome', 'man', 'man desk', 'man desk personal', 'man desk personal welcome', 'desk', 'desk personal', 'desk personal welcome', 'personal', 'personal welcome', 'welcome']",0,0,1,0,0,0.09523809523809523
167747,You could say he saved my wife's life twice.,0,save wife life twice,"['save', 'save wife', 'save wife life', 'save wife life twice', 'wife', 'wife life', 'wife life twice', 'life', 'life twice', 'twice']",0,0,0,0,1,0.125
175723,It has hands down changed my life.,0,hand change life,"['hand', 'hand change', 'hand change life', 'change', 'change life', 'life']",0,0,0,0,1,0.16666666666666666
62012,I think he reviews your personal situation and doesn't treat you as a commodity,0,think review personal situation treat commodity,"['think', 'think review', 'think review personal', 'think review personal situation', 'think review personal situation treat', 'think review personal situation treat commodity', 'review', 'review personal', 'review personal situation', 'review personal situation treat', 'review personal situation treat commodity', 'personal', 'personal situation', 'personal situation treat', 'personal situation treat commodity', 'situation', 'situation treat', 'situation treat commodity', 'treat', 'treat commodity', 'commodity']",0,0,1,0,0,0.07407407407407407
123913,Once my meds stopped changing Dr. Prasad lost interest in working with me.,1,bed stop change pray lose interest work,"['bed', 'bed stop', 'bed stop change', 'bed stop change pray', 'bed stop change pray lose', 'bed stop change pray lose interest', 'bed stop change pray lose interest work', 'stop', 'stop change', 'stop change pray', 'stop change pray lose', 'stop change pray lose interest', 'stop change pray lose interest work', 'change', 'change pray', 'change pray lose', 'change pray lose interest', 'change pray lose interest work', 'pray', 'pray lose', 'pray lose interest', 'pray lose interest work', 'lose', 'lose interest', 'lose interest work', 'interest', 'interest work', 'work']",1,0,0,0,0,0.058823529411764705
103893,Always throurough and personable!,0,thorough personal,"['thorough', 'thorough personal', 'personal']",0,0,1,0,0,0.2222222222222222
96079,yet personal touch.,0,personal touch,"['personal', 'personal touch', 'touch']",0,0,1,0,0,0.2222222222222222
128509,but the inside actually works - I have never been able to breathe so well in my life.,0,inside actually work able breathe life,"['inside', 'inside actually', 'inside actually work', 'inside actually work able', 'inside actually work able breathe', 'inside actually work able breathe life', 'actually', 'actually work', 'actually work able', 'actually work able breathe', 'actually work able breathe life', 'work', 'work able', 'work able breathe', 'work able breathe life', 'able', 'able breathe', 'able breathe life', 'breathe', 'breathe life', 'life']",0,0,0,0,1,0.07407407407407407
85381,Doing my ear surgery (Otoplasty) with him was the biggest mistake of my life.,1,ear surgery otoplasty big mistake life,"['ear', 'ear surgery', 'ear surgery otoplasty', 'ear surgery otoplasty big', 'ear surgery otoplasty big mistake', 'ear surgery otoplasty big mistake life', 'surgery', 'surgery otoplasty', 'surgery otoplasty big', 'surgery otoplasty big mistake', 'surgery otoplasty big mistake life', 'otoplasty', 'otoplasty big', 'otoplasty big mistake', 'otoplasty big mistake life', 'big', 'big mistake', 'big mistake life', 'mistake', 'mistake life', 'life']",0,0,0,0,1,0.07407407407407407
91340,The assist Paris is very personable,0,assist personal,"['assist', 'assist personal', 'personal']",0,0,1,0,0,0.2222222222222222
96896,"Very personable, detailed,",0,personal detail,"['personal', 'personal detail', 'detail']",0,0,1,0,0,0.2222222222222222
112727,I honestly feel like he saved my life.,0,honestly feel like save life,"['honestly', 'honestly feel', 'honestly feel like', 'honestly feel like save', 'honestly feel like save life', 'feel', 'feel like', 'feel like save', 'feel like save life', 'like', 'like save', 'like save life', 'save', 'save life', 'life']",0,0,0,0,1,0.09523809523809523
122281,"didn't ask me if I had any questions, nor did she ask me about any lifestyle habits or changes that could contribute to my acne.",1,ask question ask life style habit change contribute acne,"['ask', 'ask question', 'ask question ask', 'ask question ask life', 'ask question ask life style', 'ask question ask life style habit', 'ask question ask life style habit change', 'ask question ask life style habit change contribute', 'ask question ask life style habit change contribute acne', 'question', 'question ask', 'question ask life', 'question ask life style', 'question ask life style habit', 'question ask life style habit change', 'question ask life style habit change contribute', 'question ask life style habit change contribute acne', 'ask', 'ask life', 'ask life style', 'ask life style habit', 'ask life style habit change', 'ask life style habit change contribute', 'ask life style habit change contribute acne', 'life', 'life style', 'life style habit', 'life style habit change', 'life style habit change contribute', 'life style habit change contribute acne', 'style', 'style habit', 'style habit change', 'style habit change contribute', 'style habit change contribute acne', 'habit', 'habit change', 'habit change contribute', 'habit change contribute acne', 'change', 'change contribute', 'change contribute acne', 'contribute', 'contribute acne', 'acne']",0,0,0,0,1,0.0392156862745098
85673,for me and my healthier and happier life.,0,affluent happy life,"['affluent', 'affluent happy', 'affluent happy life', 'happy', 'happy life', 'life']",0,0,0,0,1,0.16666666666666666
88639,"I saw him anytime I needed him, I have his personal cell phone which he answers right away.",0,see day need personal cell phone answer right away,"['see', 'see day', 'see day need', 'see day need personal', 'see day need personal cell', 'see day need personal cell phone', 'see day need personal cell phone answer', 'see day need personal cell phone answer right', 'see day need personal cell phone answer right away', 'day', 'day need', 'day need personal', 'day need personal cell', 'day need personal cell phone', 'day need personal cell phone answer', 'day need personal cell phone answer right', 'day need personal cell phone answer right away', 'need', 'need personal', 'need personal cell', 'need personal cell phone', 'need personal cell phone answer', 'need personal cell phone answer right', 'need personal cell phone answer right away', 'personal', 'personal cell', 'personal cell phone', 'personal cell phone answer', 'personal cell phone answer right', 'personal cell phone answer right away', 'cell', 'cell phone', 'cell phone answer', 'cell phone answer right', 'cell phone answer right away', 'phone', 'phone answer', 'phone answer right', 'phone answer right away', 'answer', 'answer right', 'answer right away', 'right', 'right away', 'away']",0,0,1,0,0,0.0392156862745098
139042,Life is good.,0,life good,"['life', 'life good', 'good']",0,0,0,0,1,0.2222222222222222
120467,"was very unprofessional, I was not stressed in my life.",1,professional not stress life,"['professional', 'professional not', 'professional not stress', 'professional not stress life', 'not', 'not stress', 'not stress life', 'stress', 'stress life', 'life']",0,0,0,0,1,0.125
110375,I am definitely not interested in surgery- so the idea of a non invasive solution was even more enticing.,0,decidedly not interest surgery idea not invasion solution enter,"['decidedly', 'decidedly not', 'decidedly not interest', 'decidedly not interest surgery', 'decidedly not interest surgery idea', 'decidedly not interest surgery idea not', 'decidedly not interest surgery idea not invasion', 'decidedly not interest surgery idea not invasion solution', 'decidedly not interest surgery idea not invasion solution enter', 'not', 'not interest', 'not interest surgery', 'not interest surgery idea', 'not interest surgery idea not', 'not interest surgery idea not invasion', 'not interest surgery idea not invasion solution', 'not interest surgery idea not invasion solution enter', 'interest', 'interest surgery', 'interest surgery idea', 'interest surgery idea not', 'interest surgery idea not invasion', 'interest surgery idea not invasion solution', 'interest surgery idea not invasion solution enter', 'surgery', 'surgery idea', 'surgery idea not', 'surgery idea not invasion', 'surgery idea not invasion solution', 'surgery idea not invasion solution enter', 'idea', 'idea not', 'idea not invasion', 'idea not invasion solution', 'idea not invasion solution enter', 'not', 'not invasion', 'not invasion solution', 'not invasion solution enter', 'invasion', 'invasion solution', 'invasion solution enter', 'solution', 'solution enter', 'enter']",1,0,0,0,0,0.0392156862745098
171356,I can contact him at any time on his personal cell with any issues or questions,0,contact time personal cell issue question,"['contact', 'contact time', 'contact time personal', 'contact time personal cell', 'contact time personal cell issue', 'contact time personal cell issue question', 'time', 'time personal', 'time personal cell', 'time personal cell issue', 'time personal cell issue question', 'personal', 'personal cell', 'personal cell issue', 'personal cell issue question', 'cell', 'cell issue', 'cell issue question', 'issue', 'issue question', 'question']",0,0,1,0,0,0.07407407407407407
92745,Dr. Baldinger performed laser surgery on my eyes that changed my life significantly for the better.,0,perform laser surgery eye change life significantly good,"['perform', 'perform laser', 'perform laser surgery', 'perform laser surgery eye', 'perform laser surgery eye change', 'perform laser surgery eye change life', 'perform laser surgery eye change life significantly', 'perform laser surgery eye change life significantly good', 'laser', 'laser surgery', 'laser surgery eye', 'laser surgery eye change', 'laser surgery eye change life', 'laser surgery eye change life significantly', 'laser surgery eye change life significantly good', 'surgery', 'surgery eye', 'surgery eye change', 'surgery eye change life', 'surgery eye change life significantly', 'surgery eye change life significantly good', 'eye', 'eye change', 'eye change life', 'eye change life significantly', 'eye change life significantly good', 'change', 'change life', 'change life significantly', 'change life significantly good', 'life', 'life significantly', 'life significantly good', 'significantly', 'significantly good', 'good']",0,0,0,0,1,0.047619047619047616
68679,Dr. G gave me a life again when I thought I would never get it back.,0,life think,"['life', 'life think', 'think']",0,0,0,0,1,0.2222222222222222
126324,"For almost a decade, I have known Dr. Dalena to be a doctor who has each of his patient's best interests at heart.",0,know talent patient good interest heart,"['know', 'know talent', 'know talent patient', 'know talent patient good', 'know talent patient good interest', 'know talent patient good interest heart', 'talent', 'talent patient', 'talent patient good', 'talent patient good interest', 'talent patient good interest heart', 'patient', 'patient good', 'patient good interest', 'patient good interest heart', 'good', 'good interest', 'good interest heart', 'interest', 'interest heart', 'heart']",1,0,0,0,0,0.07407407407407407
128699,I have my life back and no longer embarrassed or self conscience.,0,life no long embarrass self conscience,"['life', 'life no', 'life no long', 'life no long embarrass', 'life no long embarrass self', 'life no long embarrass self conscience', 'no', 'no long', 'no long embarrass', 'no long embarrass self', 'no long embarrass self conscience', 'long', 'long embarrass', 'long embarrass self', 'long embarrass self conscience', 'embarrass', 'embarrass self', 'embarrass self conscience', 'self', 'self conscience', 'conscience']",0,0,0,0,1,0.07407407407407407
82015,Dr Ali was very good as a surgeon and even better with guiding me through a process that changed my health and life,0,good surgeon good guide process change health life,"['good', 'good surgeon', 'good surgeon good', 'good surgeon good guide', 'good surgeon good guide process', 'good surgeon good guide process change', 'good surgeon good guide process change health', 'good surgeon good guide process change health life', 'surgeon', 'surgeon good', 'surgeon good guide', 'surgeon good guide process', 'surgeon good guide process change', 'surgeon good guide process change health', 'surgeon good guide process change health life', 'good', 'good guide', 'good guide process', 'good guide process change', 'good guide process change health', 'good guide process change health life', 'guide', 'guide process', 'guide process change', 'guide process change health', 'guide process change health life', 'process', 'process change', 'process change health', 'process change health life', 'change', 'change health', 'change health life', 'health', 'health life', 'life']",0,0,0,0,1,0.047619047619047616
64472,She's very interested in my health and well being.,0,interest health,"['interest', 'interest health', 'health']",1,0,0,0,0,0.2222222222222222
143360,She remembers my family and keeps up with them which adds that personable touch to her care,0,remember family keep add personal touch care,"['remember', 'remember family', 'remember family keep', 'remember family keep add', 'remember family keep add personal', 'remember family keep add personal touch', 'remember family keep add personal touch care', 'family', 'family keep', 'family keep add', 'family keep add personal', 'family keep add personal touch', 'family keep add personal touch care', 'keep', 'keep add', 'keep add personal', 'keep add personal touch', 'keep add personal touch care', 'add', 'add personal', 'add personal touch', 'add personal touch care', 'personal', 'personal touch', 'personal touch care', 'touch', 'touch care', 'care']",0,0,1,0,0,0.058823529411764705
105759,She saved my eye sight and changed my life.,0,save eye sight change life,"['save', 'save eye', 'save eye sight', 'save eye sight change', 'save eye sight change life', 'eye', 'eye sight', 'eye sight change', 'eye sight change life', 'sight', 'sight change', 'sight change life', 'change', 'change life', 'life']",0,0,0,0,1,0.09523809523809523
176560,And disgusted someone would treat a patient and personal medical information in this manner.,1,disgust treat patient personal medical information manner,"['disgust', 'disgust treat', 'disgust treat patient', 'disgust treat patient personal', 'disgust treat patient personal medical', 'disgust treat patient personal medical information', 'disgust treat patient personal medical information manner', 'treat', 'treat patient', 'treat patient personal', 'treat patient personal medical', 'treat patient personal medical information', 'treat patient personal medical information manner', 'patient', 'patient personal', 'patient personal medical', 'patient personal medical information', 'patient personal medical information manner', 'personal', 'personal medical', 'personal medical information', 'personal medical information manner', 'medical', 'medical information', 'medical information manner', 'information', 'information manner', 'manner']",0,0,1,0,0,0.058823529411764705
128894,Dr. Wise is a superb surgeon and very personable.,0,wise superb surgeon personal,"['wise', 'wise superb', 'wise superb surgeon', 'wise superb surgeon personal', 'superb', 'superb surgeon', 'superb surgeon personal', 'surgeon', 'surgeon personal', 'personal']",0,0,1,0,0,0.125
60444,His real care for my well being and his genuine interest in my health,0,real care genuine interest health,"['real', 'real care', 'real care genuine', 'real care genuine interest', 'real care genuine interest health', 'care', 'care genuine', 'care genuine interest', 'care genuine interest health', 'genuine', 'genuine interest', 'genuine interest health', 'interest', 'interest health', 'health']",1,0,0,0,0,0.09523809523809523
177535,The past 2 years has been increasingly painful and life limiting.,1,increasingly painful life limiting,"['increasingly', 'increasingly painful', 'increasingly painful life', 'increasingly painful life limiting', 'painful', 'painful life', 'painful life limiting', 'life', 'life limiting', 'limiting']",0,0,0,0,1,0.125
139503,They always had my best interest in mind with cost and treatment.,0,good interest mind cost treatment,"['good', 'good interest', 'good interest mind', 'good interest mind cost', 'good interest mind cost treatment', 'interest', 'interest mind', 'interest mind cost', 'interest mind cost treatment', 'mind', 'mind cost', 'mind cost treatment', 'cost', 'cost treatment', 'treatment']",1,0,0,0,0,0.09523809523809523
59782,Maybe there should be a room that could hold those who are not in a life threatening situation.,1,possibly room hold not life threaten situation,"['possibly', 'possibly room', 'possibly room hold', 'possibly room hold not', 'possibly room hold not life', 'possibly room hold not life threaten', 'possibly room hold not life threaten situation', 'room', 'room hold', 'room hold not', 'room hold not life', 'room hold not life threaten', 'room hold not life threaten situation', 'hold', 'hold not', 'hold not life', 'hold not life threaten', 'hold not life threaten situation', 'not', 'not life', 'not life threaten', 'not life threaten situation', 'life', 'life threaten', 'life threaten situation', 'threaten', 'threaten situation', 'situation']",0,0,0,0,1,0.058823529411764705
124581,She is very personable and made the ?time go by quickly.,0,personal time quickly,"['personal', 'personal time', 'personal time quickly', 'time', 'time quickly', 'quickly']",0,0,1,0,0,0.16666666666666666
114472,"and now I workout 4 days a week, lost 30 pounds and I'm in the best shape of my life!",0,lookout week lose pound good shape life,"['lookout', 'lookout week', 'lookout week lose', 'lookout week lose pound', 'lookout week lose pound good', 'lookout week lose pound good shape', 'lookout week lose pound good shape life', 'week', 'week lose', 'week lose pound', 'week lose pound good', 'week lose pound good shape', 'week lose pound good shape life', 'lose', 'lose pound', 'lose pound good', 'lose pound good shape', 'lose pound good shape life', 'pound', 'pound good', 'pound good shape', 'pound good shape life', 'good', 'good shape', 'good shape life', 'shape', 'shape life', 'life']",0,0,0,0,1,0.058823529411764705
140982,"Personable, compassionate, excellent diagnostician.",0,personal compassionate excellent diagnostician,"['personal', 'personal compassionate', 'personal compassionate excellent', 'personal compassionate excellent diagnostician', 'compassionate', 'compassionate excellent', 'compassionate excellent diagnostician', 'excellent', 'excellent diagnostician', 'diagnostician']",0,0,1,0,0,0.125
111698,He is very skilled with great personal approach.,0,skilled great personal approach,"['skilled', 'skilled great', 'skilled great personal', 'skilled great personal approach', 'great', 'great personal', 'great personal approach', 'personal', 'personal approach', 'approach']",0,0,1,0,0,0.125
97092,The procedure made a very large difference in my life.,0,procedure large difference life,"['procedure', 'procedure large', 'procedure large difference', 'procedure large difference life', 'large', 'large difference', 'large difference life', 'difference', 'difference life', 'life']",0,0,0,0,1,0.125
98903,"Very personable, knowledgable.",0,personal knowledgable,"['personal', 'personal knowledgable', 'knowledgable']",0,0,1,0,0,0.2222222222222222
153427,"Given my personal experience, this is THE place that should be at the top of your",0,give personal experience place,"['give', 'give personal', 'give personal experience', 'give personal experience place', 'personal', 'personal experience', 'personal experience place', 'experience', 'experience place', 'place']",0,0,1,0,0,0.125
81616,I trust that she has my best interest at heart.,0,trust good interest heart,"['trust', 'trust good', 'trust good interest', 'trust good interest heart', 'good', 'good interest', 'good interest heart', 'interest', 'interest heart', 'heart']",1,0,0,0,0,0.125
128371,The office was also extremely accommodating and kind due to a personal issue I had right before my procedure.,0,office extremely accommodation kind personal issue right procedure,"['office', 'office extremely', 'office extremely accommodation', 'office extremely accommodation kind', 'office extremely accommodation kind personal', 'office extremely accommodation kind personal issue', 'office extremely accommodation kind personal issue right', 'office extremely accommodation kind personal issue right procedure', 'extremely', 'extremely accommodation', 'extremely accommodation kind', 'extremely accommodation kind personal', 'extremely accommodation kind personal issue', 'extremely accommodation kind personal issue right', 'extremely accommodation kind personal issue right procedure', 'accommodation', 'accommodation kind', 'accommodation kind personal', 'accommodation kind personal issue', 'accommodation kind personal issue right', 'accommodation kind personal issue right procedure', 'kind', 'kind personal', 'kind personal issue', 'kind personal issue right', 'kind personal issue right procedure', 'personal', 'personal issue', 'personal issue right', 'personal issue right procedure', 'issue', 'issue right', 'issue right procedure', 'right', 'right procedure', 'procedure']",0,0,1,0,0,0.047619047619047616
163761,"Since seeing Dr. Najar, not only am I standing again but I'm able to live a normal life again.",0,see not stand able live normal life,"['see', 'see not', 'see not stand', 'see not stand able', 'see not stand able live', 'see not stand able live normal', 'see not stand able live normal life', 'not', 'not stand', 'not stand able', 'not stand able live', 'not stand able live normal', 'not stand able live normal life', 'stand', 'stand able', 'stand able live', 'stand able live normal', 'stand able live normal life', 'able', 'able live', 'able live normal', 'able live normal life', 'live', 'live normal', 'live normal life', 'normal', 'normal life', 'life']",0,0,0,0,1,0.058823529411764705
184719,It's scary to think that we will have deal with his bad dentistry for the rest of our lives.,1,scar think deal bad dentist rest life,"['scar', 'scar think', 'scar think deal', 'scar think deal bad', 'scar think deal bad dentist', 'scar think deal bad dentist rest', 'scar think deal bad dentist rest life', 'think', 'think deal', 'think deal bad', 'think deal bad dentist', 'think deal bad dentist rest', 'think deal bad dentist rest life', 'deal', 'deal bad', 'deal bad dentist', 'deal bad dentist rest', 'deal bad dentist rest life', 'bad', 'bad dentist', 'bad dentist rest', 'bad dentist rest life', 'dentist', 'dentist rest', 'dentist rest life', 'rest', 'rest life', 'life']",0,0,0,0,1,0.058823529411764705
147914,He give you his personal cellphone number so if you have any problems or questions you can call him direct.,0,personal telephone number problem question direct,"['personal', 'personal telephone', 'personal telephone number', 'personal telephone number problem', 'personal telephone number problem question', 'personal telephone number problem question direct', 'telephone', 'telephone number', 'telephone number problem', 'telephone number problem question', 'telephone number problem question direct', 'number', 'number problem', 'number problem question', 'number problem question direct', 'problem', 'problem question', 'problem question direct', 'question', 'question direct', 'direct']",0,0,1,0,0,0.07407407407407407
112305,"I was still in pain from another problem, he showed no interest in helping me.",1,pain problem show no interest help,"['pain', 'pain problem', 'pain problem show', 'pain problem show no', 'pain problem show no interest', 'pain problem show no interest help', 'problem', 'problem show', 'problem show no', 'problem show no interest', 'problem show no interest help', 'show', 'show no', 'show no interest', 'show no interest help', 'no', 'no interest', 'no interest help', 'interest', 'interest help', 'help']",1,0,0,0,0,0.07407407407407407
160318,"My life is torture every day, and I have a hard time socializing with family",1,life torture day hard time socialize family,"['life', 'life torture', 'life torture day', 'life torture day hard', 'life torture day hard time', 'life torture day hard time socialize', 'life torture day hard time socialize family', 'torture', 'torture day', 'torture day hard', 'torture day hard time', 'torture day hard time socialize', 'torture day hard time socialize family', 'day', 'day hard', 'day hard time', 'day hard time socialize', 'day hard time socialize family', 'hard', 'hard time', 'hard time socialize', 'hard time socialize family', 'time', 'time socialize', 'time socialize family', 'socialize', 'socialize family', 'family']",0,0,0,0,1,0.058823529411764705
