commentId,comment,classification,comment_processed,word_phrase_list,no,no disappointment,disappointment,similarity_score
181671,Coming into my 3rd night no sleep now.,1,come rd night no sleep,"['come', 'come rd', 'come rd night', 'come rd night no', 'come rd night no sleep', 'rd', 'rd night', 'rd night no', 'rd night no sleep', 'night', 'night no', 'night no sleep', 'no', 'no sleep', 'sleep']",1,0,0,0.1111111111111111
162206,"and never haven to be sedated, I have no doubts that I'm in the right hands. 10 out of 10 would recommend!!!!",0,haven seat no doubt right hand recommend,"['haven', 'haven seat', 'haven seat no', 'haven seat no doubt', 'haven seat no doubt right', 'haven seat no doubt right hand', 'haven seat no doubt right hand recommend', 'seat', 'seat no', 'seat no doubt', 'seat no doubt right', 'seat no doubt right hand', 'seat no doubt right hand recommend', 'no', 'no doubt', 'no doubt right', 'no doubt right hand', 'no doubt right hand recommend', 'doubt', 'doubt right', 'doubt right hand', 'doubt right hand recommend', 'right', 'right hand', 'right hand recommend', 'hand', 'hand recommend', 'recommend']",1,0,0,0.06451612903225806
177760,It is no surprise that the work he has done on me is nothing short of perfection.,0,no surprise work short perfection,"['no', 'no surprise', 'no surprise work', 'no surprise work short', 'no surprise work short perfection', 'surprise', 'surprise work', 'surprise work short', 'surprise work short perfection', 'work', 'work short', 'work short perfection', 'short', 'short perfection', 'perfection']",1,0,0,0.1111111111111111
95143,I have no pain and regret having waited,0,no pain regret have wait,"['no', 'no pain', 'no pain regret', 'no pain regret have', 'no pain regret have wait', 'pain', 'pain regret', 'pain regret have', 'pain regret have wait', 'regret', 'regret have', 'regret have wait', 'have', 'have wait', 'wait']",1,0,0,0.1111111111111111
160087,and I was very pleasantly surprised that there was no wait when I arrived at my scheduled appointment time.,0,pleasantly surprise no wait arrive schedule appointment time,"['pleasantly', 'pleasantly surprise', 'pleasantly surprise no', 'pleasantly surprise no wait', 'pleasantly surprise no wait arrive', 'pleasantly surprise no wait arrive schedule', 'pleasantly surprise no wait arrive schedule appointment', 'pleasantly surprise no wait arrive schedule appointment time', 'surprise', 'surprise no', 'surprise no wait', 'surprise no wait arrive', 'surprise no wait arrive schedule', 'surprise no wait arrive schedule appointment', 'surprise no wait arrive schedule appointment time', 'no', 'no wait', 'no wait arrive', 'no wait arrive schedule', 'no wait arrive schedule appointment', 'no wait arrive schedule appointment time', 'wait', 'wait arrive', 'wait arrive schedule', 'wait arrive schedule appointment', 'wait arrive schedule appointment time', 'arrive', 'arrive schedule', 'arrive schedule appointment', 'arrive schedule appointment time', 'schedule', 'schedule appointment', 'schedule appointment time', 'appointment', 'appointment time', 'time']",1,0,0,0.05128205128205128
91755,If I will ever need more implants I will do it here with no hesitation.,0,need plant no hesitation,"['need', 'need plant', 'need plant no', 'need plant no hesitation', 'plant', 'plant no', 'plant no hesitation', 'no', 'no hesitation', 'hesitation']",1,0,0,0.15384615384615385
110932,I have had no problems or PAIN through the procedure and all my interactions with the doctor and staff have been excellent!,0,no problem pain procedure interaction staff excellent,"['no', 'no problem', 'no problem pain', 'no problem pain procedure', 'no problem pain procedure interaction', 'no problem pain procedure interaction staff', 'no problem pain procedure interaction staff excellent', 'problem', 'problem pain', 'problem pain procedure', 'problem pain procedure interaction', 'problem pain procedure interaction staff', 'problem pain procedure interaction staff excellent', 'pain', 'pain procedure', 'pain procedure interaction', 'pain procedure interaction staff', 'pain procedure interaction staff excellent', 'procedure', 'procedure interaction', 'procedure interaction staff', 'procedure interaction staff excellent', 'interaction', 'interaction staff', 'interaction staff excellent', 'staff', 'staff excellent', 'excellent']",1,0,0,0.06451612903225806
92226,I see Joe Knaus NP and really appreciate him,0,no appreciate,"['no', 'no appreciate', 'appreciate']",1,0,0,0.3333333333333333
129431,"Stay woke everyone its your money they need, no one cares after your procedure is done.",1,stay wake money need no care procedure,"['stay', 'stay wake', 'stay wake money', 'stay wake money need', 'stay wake money need no', 'stay wake money need no care', 'stay wake money need no care procedure', 'wake', 'wake money', 'wake money need', 'wake money need no', 'wake money need no care', 'wake money need no care procedure', 'money', 'money need', 'money need no', 'money need no care', 'money need no care procedure', 'need', 'need no', 'need no care', 'need no care procedure', 'no', 'no care', 'no care procedure', 'care', 'care procedure', 'procedure']",1,0,0,0.06451612903225806
114968,I am always in and out in no time.,0,no time,"['no', 'no time', 'time']",1,0,0,0.3333333333333333
181883,"I had extremely minimal pain, zero nausea, and no issues in the first few days.",0,extremely minimal pain nausea no issue,"['extremely', 'extremely minimal', 'extremely minimal pain', 'extremely minimal pain nausea', 'extremely minimal pain nausea no', 'extremely minimal pain nausea no issue', 'minimal', 'minimal pain', 'minimal pain nausea', 'minimal pain nausea no', 'minimal pain nausea no issue', 'pain', 'pain nausea', 'pain nausea no', 'pain nausea no issue', 'nausea', 'nausea no', 'nausea no issue', 'no', 'no issue', 'issue']",1,0,0,0.08333333333333333
107574,There is no privacy with the check out process.,1,no privacy check process,"['no', 'no privacy', 'no privacy check', 'no privacy check process', 'privacy', 'privacy check', 'privacy check process', 'check', 'check process', 'process']",1,0,0,0.15384615384615385
134023,"She got an IV going on me on the first try with almost no pain, which never happens!",0,get four go try no pain happen,"['get', 'get four', 'get four go', 'get four go try', 'get four go try no', 'get four go try no pain', 'get four go try no pain happen', 'four', 'four go', 'four go try', 'four go try no', 'four go try no pain', 'four go try no pain happen', 'go', 'go try', 'go try no', 'go try no pain', 'go try no pain happen', 'try', 'try no', 'try no pain', 'try no pain happen', 'no', 'no pain', 'no pain happen', 'pain', 'pain happen', 'happen']",1,0,0,0.06451612903225806
103035,"After second procedure and the 2 months to see if it did anything, again no change.",1,procedure no change,"['procedure', 'procedure no', 'procedure no change', 'no', 'no change', 'change']",1,0,0,0.2222222222222222
153747,and was now scheduling patients another month out as if it was no big deal to move my appointment.,1,schelling patient no big deal appointment,"['schelling', 'schelling patient', 'schelling patient no', 'schelling patient no big', 'schelling patient no big deal', 'schelling patient no big deal appointment', 'patient', 'patient no', 'patient no big', 'patient no big deal', 'patient no big deal appointment', 'no', 'no big', 'no big deal', 'no big deal appointment', 'big', 'big deal', 'big deal appointment', 'deal', 'deal appointment', 'appointment']",1,0,0,0.08333333333333333
153748,"but waiting two months is just ridiculous, and is a complete disappointment",1,wait ridiculous complete disappointment,"['wait', 'wait ridiculous', 'wait ridiculous complete', 'wait ridiculous complete disappointment', 'ridiculous', 'ridiculous complete', 'ridiculous complete disappointment', 'complete', 'complete disappointment', 'disappointment']",0,0,1,0.15384615384615385
109084,Another week went by with NO CALL from Dr. Cole or anyone.,0,go no,"['go', 'go no', 'no']",1,0,0,0.3333333333333333
121306,but once they've pitched you on a high end treatment they no longer respond to inquiries for anything less costly.,1,pitch high end treatment no long respond inquiry costly,"['pitch', 'pitch high', 'pitch high end', 'pitch high end treatment', 'pitch high end treatment no', 'pitch high end treatment no long', 'pitch high end treatment no long respond', 'pitch high end treatment no long respond inquiry', 'pitch high end treatment no long respond inquiry costly', 'high', 'high end', 'high end treatment', 'high end treatment no', 'high end treatment no long', 'high end treatment no long respond', 'high end treatment no long respond inquiry', 'high end treatment no long respond inquiry costly', 'end', 'end treatment', 'end treatment no', 'end treatment no long', 'end treatment no long respond', 'end treatment no long respond inquiry', 'end treatment no long respond inquiry costly', 'treatment', 'treatment no', 'treatment no long', 'treatment no long respond', 'treatment no long respond inquiry', 'treatment no long respond inquiry costly', 'no', 'no long', 'no long respond', 'no long respond inquiry', 'no long respond inquiry costly', 'long', 'long respond', 'long respond inquiry', 'long respond inquiry costly', 'respond', 'respond inquiry', 'respond inquiry costly', 'inquiry', 'inquiry costly', 'costly']",1,0,0,0.041666666666666664
149053,"While resting at home after the surgery, i had no worries since they were just a phone call away.",0,rest home surgery no worry phone away,"['rest', 'rest home', 'rest home surgery', 'rest home surgery no', 'rest home surgery no worry', 'rest home surgery no worry phone', 'rest home surgery no worry phone away', 'home', 'home surgery', 'home surgery no', 'home surgery no worry', 'home surgery no worry phone', 'home surgery no worry phone away', 'surgery', 'surgery no', 'surgery no worry', 'surgery no worry phone', 'surgery no worry phone away', 'no', 'no worry', 'no worry phone', 'no worry phone away', 'worry', 'worry phone', 'worry phone away', 'phone', 'phone away', 'away']",1,0,0,0.06451612903225806
175292,My son had no issues recovering from having his wisdom teeth taken out.,0,son no issue recover have wisdom tooth take,"['son', 'son no', 'son no issue', 'son no issue recover', 'son no issue recover have', 'son no issue recover have wisdom', 'son no issue recover have wisdom tooth', 'son no issue recover have wisdom tooth take', 'no', 'no issue', 'no issue recover', 'no issue recover have', 'no issue recover have wisdom', 'no issue recover have wisdom tooth', 'no issue recover have wisdom tooth take', 'issue', 'issue recover', 'issue recover have', 'issue recover have wisdom', 'issue recover have wisdom tooth', 'issue recover have wisdom tooth take', 'recover', 'recover have', 'recover have wisdom', 'recover have wisdom tooth', 'recover have wisdom tooth take', 'have', 'have wisdom', 'have wisdom tooth', 'have wisdom tooth take', 'wisdom', 'wisdom tooth', 'wisdom tooth take', 'tooth', 'tooth take', 'take']",1,0,0,0.05128205128205128
88043,"So happy with results no lift, no drains!!!",0,happy result no lift no drain,"['happy', 'happy result', 'happy result no', 'happy result no lift', 'happy result no lift no', 'happy result no lift no drain', 'result', 'result no', 'result no lift', 'result no lift no', 'result no lift no drain', 'no', 'no lift', 'no lift no', 'no lift no drain', 'lift', 'lift no', 'lift no drain', 'no', 'no drain', 'drain']",1,0,0,0.08333333333333333
70472,There were no surprises or hidden side affects.,0,no surprise hide affect,"['no', 'no surprise', 'no surprise hide', 'no surprise hide affect', 'surprise', 'surprise hide', 'surprise hide affect', 'hide', 'hide affect', 'affect']",1,0,0,0.15384615384615385
159965,The staff here is like no other and truly makes you feel like,0,staff like no truly make feel like,"['staff', 'staff like', 'staff like no', 'staff like no truly', 'staff like no truly make', 'staff like no truly make feel', 'staff like no truly make feel like', 'like', 'like no', 'like no truly', 'like no truly make', 'like no truly make feel', 'like no truly make feel like', 'no', 'no truly', 'no truly make', 'no truly make feel', 'no truly make feel like', 'truly', 'truly make', 'truly make feel', 'truly make feel like', 'make', 'make feel', 'make feel like', 'feel', 'feel like', 'like']",1,0,0,0.06451612903225806
175439,I was in such severe pain every day and felt that no one could properly diagnose me.,1,severe pain feel no properly diagnose,"['severe', 'severe pain', 'severe pain feel', 'severe pain feel no', 'severe pain feel no properly', 'severe pain feel no properly diagnose', 'pain', 'pain feel', 'pain feel no', 'pain feel no properly', 'pain feel no properly diagnose', 'feel', 'feel no', 'feel no properly', 'feel no properly diagnose', 'no', 'no properly', 'no properly diagnose', 'properly', 'properly diagnose', 'diagnose']",1,0,0,0.08333333333333333
173665,"and the doctor's staff (Pam) said ""good luck finding a doctor, no one",1,doctor staff say good fortune find no,"['doctor', 'doctor staff', 'doctor staff say', 'doctor staff say good', 'doctor staff say good fortune', 'doctor staff say good fortune find', 'doctor staff say good fortune find no', 'staff', 'staff say', 'staff say good', 'staff say good fortune', 'staff say good fortune find', 'staff say good fortune find no', 'say', 'say good', 'say good fortune', 'say good fortune find', 'say good fortune find no', 'good', 'good fortune', 'good fortune find', 'good fortune find no', 'fortune', 'fortune find', 'fortune find no', 'find', 'find no', 'no']",1,0,0,0.06451612903225806
112484,"It was an awful experience, no trust , just concerned about the money, how they would get paid.",1,awful experience no trust concerned money pay,"['awful', 'awful experience', 'awful experience no', 'awful experience no trust', 'awful experience no trust concerned', 'awful experience no trust concerned money', 'awful experience no trust concerned money pay', 'experience', 'experience no', 'experience no trust', 'experience no trust concerned', 'experience no trust concerned money', 'experience no trust concerned money pay', 'no', 'no trust', 'no trust concerned', 'no trust concerned money', 'no trust concerned money pay', 'trust', 'trust concerned', 'trust concerned money', 'trust concerned money pay', 'concerned', 'concerned money', 'concerned money pay', 'money', 'money pay', 'pay']",1,0,0,0.06451612903225806
87975,No question should you see him,0,no question,"['no', 'no question', 'question']",1,0,0,0.3333333333333333
58176,Needs no improvement. ,0,need no improvement,"['need', 'need no', 'need no improvement', 'no', 'no improvement', 'improvement']",1,0,0,0.2222222222222222
190392,A cortisone shot in my shoulder during my 1st ortho visit was no longer effective,1,cortisone shoot shoulder st north visit no long effective,"['cortisone', 'cortisone shoot', 'cortisone shoot shoulder', 'cortisone shoot shoulder st', 'cortisone shoot shoulder st north', 'cortisone shoot shoulder st north visit', 'cortisone shoot shoulder st north visit no', 'cortisone shoot shoulder st north visit no long', 'cortisone shoot shoulder st north visit no long effective', 'shoot', 'shoot shoulder', 'shoot shoulder st', 'shoot shoulder st north', 'shoot shoulder st north visit', 'shoot shoulder st north visit no', 'shoot shoulder st north visit no long', 'shoot shoulder st north visit no long effective', 'shoulder', 'shoulder st', 'shoulder st north', 'shoulder st north visit', 'shoulder st north visit no', 'shoulder st north visit no long', 'shoulder st north visit no long effective', 'st', 'st north', 'st north visit', 'st north visit no', 'st north visit no long', 'st north visit no long effective', 'north', 'north visit', 'north visit no', 'north visit no long', 'north visit no long effective', 'visit', 'visit no', 'visit no long', 'visit no long effective', 'no', 'no long', 'no long effective', 'long', 'long effective', 'effective']",1,0,0,0.041666666666666664
106197,I called back on June 9th to schedule an appointment to get some moles frozen and NO ONE called me back!,1,call th schedule appointment mole freeze no call,"['call', 'call th', 'call th schedule', 'call th schedule appointment', 'call th schedule appointment mole', 'call th schedule appointment mole freeze', 'call th schedule appointment mole freeze no', 'call th schedule appointment mole freeze no call', 'th', 'th schedule', 'th schedule appointment', 'th schedule appointment mole', 'th schedule appointment mole freeze', 'th schedule appointment mole freeze no', 'th schedule appointment mole freeze no call', 'schedule', 'schedule appointment', 'schedule appointment mole', 'schedule appointment mole freeze', 'schedule appointment mole freeze no', 'schedule appointment mole freeze no call', 'appointment', 'appointment mole', 'appointment mole freeze', 'appointment mole freeze no', 'appointment mole freeze no call', 'mole', 'mole freeze', 'mole freeze no', 'mole freeze no call', 'freeze', 'freeze no', 'freeze no call', 'no', 'no call', 'call']",1,0,0,0.05128205128205128
173277,"We were new to each other but when he walked into the room, there was no greeting or hello.",1,new walk room no greet hello,"['new', 'new walk', 'new walk room', 'new walk room no', 'new walk room no greet', 'new walk room no greet hello', 'walk', 'walk room', 'walk room no', 'walk room no greet', 'walk room no greet hello', 'room', 'room no', 'room no greet', 'room no greet hello', 'no', 'no greet', 'no greet hello', 'greet', 'greet hello', 'hello']",1,0,0,0.08333333333333333
89841,I would go no where else for dental care,0,no dental care,"['no', 'no dental', 'no dental care', 'dental', 'dental care', 'care']",1,0,0,0.2222222222222222
163971,"extended my healing process through no fault of the doctor, rather my own confusion.",1,extend heal process no fault confusion,"['extend', 'extend heal', 'extend heal process', 'extend heal process no', 'extend heal process no fault', 'extend heal process no fault confusion', 'heal', 'heal process', 'heal process no', 'heal process no fault', 'heal process no fault confusion', 'process', 'process no', 'process no fault', 'process no fault confusion', 'no', 'no fault', 'no fault confusion', 'fault', 'fault confusion', 'confusion']",1,0,0,0.08333333333333333
147985,"for that, no one told me that I would not actually get it.",1,no tell not actually,"['no', 'no tell', 'no tell not', 'no tell not actually', 'tell', 'tell not', 'tell not actually', 'not', 'not actually', 'actually']",1,0,0,0.15384615384615385
82747,i think you all are right on target i have no coimplaints at all.,0,think right target no complaint,"['think', 'think right', 'think right target', 'think right target no', 'think right target no complaint', 'right', 'right target', 'right target no', 'right target no complaint', 'target', 'target no', 'target no complaint', 'no', 'no complaint', 'complaint']",1,0,0,0.1111111111111111
167896,I tell everyone there is no reason to live in pain go see Dr. Hayes.,0,tell no reason live pain,"['tell', 'tell no', 'tell no reason', 'tell no reason live', 'tell no reason live pain', 'no', 'no reason', 'no reason live', 'no reason live pain', 'reason', 'reason live', 'reason live pain', 'live', 'live pain', 'pain']",1,0,0,0.1111111111111111
82103,Unfortunately they have no ways of doing bloodwork in their office.,1,unfortunately no way woodwork office,"['unfortunately', 'unfortunately no', 'unfortunately no way', 'unfortunately no way woodwork', 'unfortunately no way woodwork office', 'no', 'no way', 'no way woodwork', 'no way woodwork office', 'way', 'way woodwork', 'way woodwork office', 'woodwork', 'woodwork office', 'office']",1,0,0,0.1111111111111111
62658,I had no problems with anything I asked,0,no problem ask,"['no', 'no problem', 'no problem ask', 'problem', 'problem ask', 'ask']",1,0,0,0.2222222222222222
157995,"but he looked at the x-rays, examined the sutures, and told me there was no real need",0,look ray examine suture tell no real need,"['look', 'look ray', 'look ray examine', 'look ray examine suture', 'look ray examine suture tell', 'look ray examine suture tell no', 'look ray examine suture tell no real', 'look ray examine suture tell no real need', 'ray', 'ray examine', 'ray examine suture', 'ray examine suture tell', 'ray examine suture tell no', 'ray examine suture tell no real', 'ray examine suture tell no real need', 'examine', 'examine suture', 'examine suture tell', 'examine suture tell no', 'examine suture tell no real', 'examine suture tell no real need', 'suture', 'suture tell', 'suture tell no', 'suture tell no real', 'suture tell no real need', 'tell', 'tell no', 'tell no real', 'tell no real need', 'no', 'no real', 'no real need', 'real', 'real need', 'need']",1,0,0,0.05128205128205128
143770,Went to many Doctor's including going to Houston and no one could figure it out.,1,go doctor include go no figure,"['go', 'go doctor', 'go doctor include', 'go doctor include go', 'go doctor include go no', 'go doctor include go no figure', 'doctor', 'doctor include', 'doctor include go', 'doctor include go no', 'doctor include go no figure', 'include', 'include go', 'include go no', 'include go no figure', 'go', 'go no', 'go no figure', 'no', 'no figure', 'figure']",1,0,0,0.08333333333333333
145796,"If you?re looking into their services, look no further, and do not hesitate to give them a call.",0,look service look no not hesitate,"['look', 'look service', 'look service look', 'look service look no', 'look service look no not', 'look service look no not hesitate', 'service', 'service look', 'service look no', 'service look no not', 'service look no not hesitate', 'look', 'look no', 'look no not', 'look no not hesitate', 'no', 'no not', 'no not hesitate', 'not', 'not hesitate', 'hesitate']",1,0,0,0.08333333333333333
118227,for a Derm in my younger years. ?No way would my former boss allow this! ?Shame on Regency Dermatology!,1,term young no way bos allow shame regency dermatology,"['term', 'term young', 'term young no', 'term young no way', 'term young no way bos', 'term young no way bos allow', 'term young no way bos allow shame', 'term young no way bos allow shame regency', 'term young no way bos allow shame regency dermatology', 'young', 'young no', 'young no way', 'young no way bos', 'young no way bos allow', 'young no way bos allow shame', 'young no way bos allow shame regency', 'young no way bos allow shame regency dermatology', 'no', 'no way', 'no way bos', 'no way bos allow', 'no way bos allow shame', 'no way bos allow shame regency', 'no way bos allow shame regency dermatology', 'way', 'way bos', 'way bos allow', 'way bos allow shame', 'way bos allow shame regency', 'way bos allow shame regency dermatology', 'bos', 'bos allow', 'bos allow shame', 'bos allow shame regency', 'bos allow shame regency dermatology', 'allow', 'allow shame', 'allow shame regency', 'allow shame regency dermatology', 'shame', 'shame regency', 'shame regency dermatology', 'regency', 'regency dermatology', 'dermatology']",1,0,0,0.041666666666666664
121001,"I went with dr Roudner he's very to the point, no non sense, quick and professional.",0,go round point no not sense quick professional,"['go', 'go round', 'go round point', 'go round point no', 'go round point no not', 'go round point no not sense', 'go round point no not sense quick', 'go round point no not sense quick professional', 'round', 'round point', 'round point no', 'round point no not', 'round point no not sense', 'round point no not sense quick', 'round point no not sense quick professional', 'point', 'point no', 'point no not', 'point no not sense', 'point no not sense quick', 'point no not sense quick professional', 'no', 'no not', 'no not sense', 'no not sense quick', 'no not sense quick professional', 'not', 'not sense', 'not sense quick', 'not sense quick professional', 'sense', 'sense quick', 'sense quick professional', 'quick', 'quick professional', 'professional']",1,0,0,0.05128205128205128
153750,"I had no idea I would find a ""second wind"" in my heart and mind triggering new energy with a cosmetic procedure;",0,no idea find wind heart mind trigger new energy cosmetic procedure,"['no', 'no idea', 'no idea find', 'no idea find wind', 'no idea find wind heart', 'no idea find wind heart mind', 'no idea find wind heart mind trigger', 'no idea find wind heart mind trigger new', 'no idea find wind heart mind trigger new energy', 'no idea find wind heart mind trigger new energy cosmetic', 'no idea find wind heart mind trigger new energy cosmetic procedure', 'idea', 'idea find', 'idea find wind', 'idea find wind heart', 'idea find wind heart mind', 'idea find wind heart mind trigger', 'idea find wind heart mind trigger new', 'idea find wind heart mind trigger new energy', 'idea find wind heart mind trigger new energy cosmetic', 'idea find wind heart mind trigger new energy cosmetic procedure', 'find', 'find wind', 'find wind heart', 'find wind heart mind', 'find wind heart mind trigger', 'find wind heart mind trigger new', 'find wind heart mind trigger new energy', 'find wind heart mind trigger new energy cosmetic', 'find wind heart mind trigger new energy cosmetic procedure', 'wind', 'wind heart', 'wind heart mind', 'wind heart mind trigger', 'wind heart mind trigger new', 'wind heart mind trigger new energy', 'wind heart mind trigger new energy cosmetic', 'wind heart mind trigger new energy cosmetic procedure', 'heart', 'heart mind', 'heart mind trigger', 'heart mind trigger new', 'heart mind trigger new energy', 'heart mind trigger new energy cosmetic', 'heart mind trigger new energy cosmetic procedure', 'mind', 'mind trigger', 'mind trigger new', 'mind trigger new energy', 'mind trigger new energy cosmetic', 'mind trigger new energy cosmetic procedure', 'trigger', 'trigger new', 'trigger new energy', 'trigger new energy cosmetic', 'trigger new energy cosmetic procedure', 'new', 'new energy', 'new energy cosmetic', 'new energy cosmetic procedure', 'energy', 'energy cosmetic', 'energy cosmetic procedure', 'cosmetic', 'cosmetic procedure', 'procedure']",1,0,0,0.028985507246376812
150934,He could help me when other urologists offered no solutions.,0,help geologist offer no solution,"['help', 'help geologist', 'help geologist offer', 'help geologist offer no', 'help geologist offer no solution', 'geologist', 'geologist offer', 'geologist offer no', 'geologist offer no solution', 'offer', 'offer no', 'offer no solution', 'no', 'no solution', 'solution']",1,0,0,0.1111111111111111
92648,"No pain, no issues what so ever!!!",0,no pain no issue,"['no', 'no pain', 'no pain no', 'no pain no issue', 'pain', 'pain no', 'pain no issue', 'no', 'no issue', 'issue']",1,0,0,0.15384615384615385
103202,"No wonder some of the staff refer to him as ""the rock star"".",0,no wonder staff refer rock star,"['no', 'no wonder', 'no wonder staff', 'no wonder staff refer', 'no wonder staff refer rock', 'no wonder staff refer rock star', 'wonder', 'wonder staff', 'wonder staff refer', 'wonder staff refer rock', 'wonder staff refer rock star', 'staff', 'staff refer', 'staff refer rock', 'staff refer rock star', 'refer', 'refer rock', 'refer rock star', 'rock', 'rock star', 'star']",1,0,0,0.08333333333333333
107987,I had no brusing or swelling either after treatment which is a first too.,0,no bruise swell treatment,"['no', 'no bruise', 'no bruise swell', 'no bruise swell treatment', 'bruise', 'bruise swell', 'bruise swell treatment', 'swell', 'swell treatment', 'treatment']",1,0,0,0.15384615384615385
159381,No call back 3 times as my symptoms got more severe.,1,no time symptom get severe,"['no', 'no time', 'no time symptom', 'no time symptom get', 'no time symptom get severe', 'time', 'time symptom', 'time symptom get', 'time symptom get severe', 'symptom', 'symptom get', 'symptom get severe', 'get', 'get severe', 'severe']",1,0,0,0.1111111111111111
125845,"She then proceeded to tell me how she has no narcotics, won't give me narcotics, doesn't have narcotics in the office.",1,proceed tell no narcotic wo narcotic narcotic office,"['proceed', 'proceed tell', 'proceed tell no', 'proceed tell no narcotic', 'proceed tell no narcotic wo', 'proceed tell no narcotic wo narcotic', 'proceed tell no narcotic wo narcotic narcotic', 'proceed tell no narcotic wo narcotic narcotic office', 'tell', 'tell no', 'tell no narcotic', 'tell no narcotic wo', 'tell no narcotic wo narcotic', 'tell no narcotic wo narcotic narcotic', 'tell no narcotic wo narcotic narcotic office', 'no', 'no narcotic', 'no narcotic wo', 'no narcotic wo narcotic', 'no narcotic wo narcotic narcotic', 'no narcotic wo narcotic narcotic office', 'narcotic', 'narcotic wo', 'narcotic wo narcotic', 'narcotic wo narcotic narcotic', 'narcotic wo narcotic narcotic office', 'wo', 'wo narcotic', 'wo narcotic narcotic', 'wo narcotic narcotic office', 'narcotic', 'narcotic narcotic', 'narcotic narcotic office', 'narcotic', 'narcotic office', 'office']",1,0,0,0.05128205128205128
107717,"its been 10 days now, no response.",1,no response,"['no', 'no response', 'response']",1,0,0,0.3333333333333333
91643,"After surgery I was pleased beyond all my expectations, I no longer need heavy prescription glasses",0,surgery please expectation no long need heavy prescription glass,"['surgery', 'surgery please', 'surgery please expectation', 'surgery please expectation no', 'surgery please expectation no long', 'surgery please expectation no long need', 'surgery please expectation no long need heavy', 'surgery please expectation no long need heavy prescription', 'surgery please expectation no long need heavy prescription glass', 'please', 'please expectation', 'please expectation no', 'please expectation no long', 'please expectation no long need', 'please expectation no long need heavy', 'please expectation no long need heavy prescription', 'please expectation no long need heavy prescription glass', 'expectation', 'expectation no', 'expectation no long', 'expectation no long need', 'expectation no long need heavy', 'expectation no long need heavy prescription', 'expectation no long need heavy prescription glass', 'no', 'no long', 'no long need', 'no long need heavy', 'no long need heavy prescription', 'no long need heavy prescription glass', 'long', 'long need', 'long need heavy', 'long need heavy prescription', 'long need heavy prescription glass', 'need', 'need heavy', 'need heavy prescription', 'need heavy prescription glass', 'heavy', 'heavy prescription', 'heavy prescription glass', 'prescription', 'prescription glass', 'glass']",1,0,0,0.041666666666666664
175774,son would no longer want to miss a day of school for the record.,1,son no long want miss day school record,"['son', 'son no', 'son no long', 'son no long want', 'son no long want miss', 'son no long want miss day', 'son no long want miss day school', 'son no long want miss day school record', 'no', 'no long', 'no long want', 'no long want miss', 'no long want miss day', 'no long want miss day school', 'no long want miss day school record', 'long', 'long want', 'long want miss', 'long want miss day', 'long want miss day school', 'long want miss day school record', 'want', 'want miss', 'want miss day', 'want miss day school', 'want miss day school record', 'miss', 'miss day', 'miss day school', 'miss day school record', 'day', 'day school', 'day school record', 'school', 'school record', 'record']",1,0,0,0.05128205128205128
89506,and has always taken the time to answer all of our questions no matter how long it has taken or how silly they seemed.,0,take time answer question no matter long take silly,"['take', 'take time', 'take time answer', 'take time answer question', 'take time answer question no', 'take time answer question no matter', 'take time answer question no matter long', 'take time answer question no matter long take', 'take time answer question no matter long take silly', 'time', 'time answer', 'time answer question', 'time answer question no', 'time answer question no matter', 'time answer question no matter long', 'time answer question no matter long take', 'time answer question no matter long take silly', 'answer', 'answer question', 'answer question no', 'answer question no matter', 'answer question no matter long', 'answer question no matter long take', 'answer question no matter long take silly', 'question', 'question no', 'question no matter', 'question no matter long', 'question no matter long take', 'question no matter long take silly', 'no', 'no matter', 'no matter long', 'no matter long take', 'no matter long take silly', 'matter', 'matter long', 'matter long take', 'matter long take silly', 'long', 'long take', 'long take silly', 'take', 'take silly', 'silly']",1,0,0,0.041666666666666664
125675,No more blackheads or enlarged pores and my face is absolutely glowing immediately afterwards.,0,no dunce enlarge pore face absolutely glow immediately,"['no', 'no dunce', 'no dunce enlarge', 'no dunce enlarge pore', 'no dunce enlarge pore face', 'no dunce enlarge pore face absolutely', 'no dunce enlarge pore face absolutely glow', 'no dunce enlarge pore face absolutely glow immediately', 'dunce', 'dunce enlarge', 'dunce enlarge pore', 'dunce enlarge pore face', 'dunce enlarge pore face absolutely', 'dunce enlarge pore face absolutely glow', 'dunce enlarge pore face absolutely glow immediately', 'enlarge', 'enlarge pore', 'enlarge pore face', 'enlarge pore face absolutely', 'enlarge pore face absolutely glow', 'enlarge pore face absolutely glow immediately', 'pore', 'pore face', 'pore face absolutely', 'pore face absolutely glow', 'pore face absolutely glow immediately', 'face', 'face absolutely', 'face absolutely glow', 'face absolutely glow immediately', 'absolutely', 'absolutely glow', 'absolutely glow immediately', 'glow', 'glow immediately', 'immediately']",1,0,0,0.05128205128205128
139985,no issues or disappointment with the surgery or follow up.,0,no issue disappointment surgery follow,"['no', 'no issue', 'no issue disappointment', 'no issue disappointment surgery', 'no issue disappointment surgery follow', 'issue', 'issue disappointment', 'issue disappointment surgery', 'issue disappointment surgery follow', 'disappointment', 'disappointment surgery', 'disappointment surgery follow', 'surgery', 'surgery follow', 'follow']",1,0,1,0.2222222222222222
