commentId,comment,classification,comment_processed,word_phrase_list,possible,expect,outline,similarity_score
112659,"Be sure to educate yourself as much as possible about your medical situation and proceed with caution, if at all!",1,sure educate possible medical situation proceed caution,"['sure', 'sure educate', 'sure educate possible', 'sure educate possible medical', 'sure educate possible medical situation', 'sure educate possible medical situation proceed', 'sure educate possible medical situation proceed caution', 'educate', 'educate possible', 'educate possible medical', 'educate possible medical situation', 'educate possible medical situation proceed', 'educate possible medical situation proceed caution', 'possible', 'possible medical', 'possible medical situation', 'possible medical situation proceed', 'possible medical situation proceed caution', 'medical', 'medical situation', 'medical situation proceed', 'medical situation proceed caution', 'situation', 'situation proceed', 'situation proceed caution', 'proceed', 'proceed caution', 'caution']",1,0,0,0.058823529411764705
111073,"and Nick, along with the office staff are outstanding in providing their patients with what to expect prior, during and after the surgery.",0,office staff outstanding provide patient expect prior surgery,"['office', 'office staff', 'office staff outstanding', 'office staff outstanding provide', 'office staff outstanding provide patient', 'office staff outstanding provide patient expect', 'office staff outstanding provide patient expect prior', 'office staff outstanding provide patient expect prior surgery', 'staff', 'staff outstanding', 'staff outstanding provide', 'staff outstanding provide patient', 'staff outstanding provide patient expect', 'staff outstanding provide patient expect prior', 'staff outstanding provide patient expect prior surgery', 'outstanding', 'outstanding provide', 'outstanding provide patient', 'outstanding provide patient expect', 'outstanding provide patient expect prior', 'outstanding provide patient expect prior surgery', 'provide', 'provide patient', 'provide patient expect', 'provide patient expect prior', 'provide patient expect prior surgery', 'patient', 'patient expect', 'patient expect prior', 'patient expect prior surgery', 'expect', 'expect prior', 'expect prior surgery', 'prior', 'prior surgery', 'surgery']",0,1,0,0.047619047619047616
118036,and very patient in explaining what I could expect from step to step.,0,patient explain expect step step,"['patient', 'patient explain', 'patient explain expect', 'patient explain expect step', 'patient explain expect step step', 'explain', 'explain expect', 'explain expect step', 'explain expect step step', 'expect', 'expect step', 'expect step step', 'step', 'step step', 'step']",0,1,0,0.09523809523809523
169272,She was not informed about things to expect after surgery.,1,not inform thing expect surgery,"['not', 'not inform', 'not inform thing', 'not inform thing expect', 'not inform thing expect surgery', 'inform', 'inform thing', 'inform thing expect', 'inform thing expect surgery', 'thing', 'thing expect', 'thing expect surgery', 'expect', 'expect surgery', 'surgery']",0,1,0,0.09523809523809523
87540,My nose looks just like how I had expected.,0,nose look like expect,"['nose', 'nose look', 'nose look like', 'nose look like expect', 'look', 'look like', 'look like expect', 'like', 'like expect', 'expect']",0,1,0,0.125
142379,They helped to educate me about the procedure and what to expect thus helping to calm my anxiety.,0,help educate procedure expect help calm anxiety,"['help', 'help educate', 'help educate procedure', 'help educate procedure expect', 'help educate procedure expect help', 'help educate procedure expect help calm', 'help educate procedure expect help calm anxiety', 'educate', 'educate procedure', 'educate procedure expect', 'educate procedure expect help', 'educate procedure expect help calm', 'educate procedure expect help calm anxiety', 'procedure', 'procedure expect', 'procedure expect help', 'procedure expect help calm', 'procedure expect help calm anxiety', 'expect', 'expect help', 'expect help calm', 'expect help calm anxiety', 'help', 'help calm', 'help calm anxiety', 'calm', 'calm anxiety', 'anxiety']",0,1,0,0.058823529411764705
170515,Although the procedure did not go as expected the staff and Dr were more than accommodating,0,procedure not expect staff dr accommodation,"['procedure', 'procedure not', 'procedure not expect', 'procedure not expect staff', 'procedure not expect staff dr', 'procedure not expect staff dr accommodation', 'not', 'not expect', 'not expect staff', 'not expect staff dr', 'not expect staff dr accommodation', 'expect', 'expect staff', 'expect staff dr', 'expect staff dr accommodation', 'staff', 'staff dr', 'staff dr accommodation', 'dr', 'dr accommodation', 'accommodation']",0,1,0,0.07407407407407407
156149,straight as to what to expect with my recovery over the first couple days.,0,straight expect recovery,"['straight', 'straight expect', 'straight expect recovery', 'expect', 'expect recovery', 'recovery']",0,1,0,0.16666666666666666
97303,and made me feel like what I wanted was extremely possible which made me fully trust him.,0,feel like want extremely possible fully trust,"['feel', 'feel like', 'feel like want', 'feel like want extremely', 'feel like want extremely possible', 'feel like want extremely possible fully', 'feel like want extremely possible fully trust', 'like', 'like want', 'like want extremely', 'like want extremely possible', 'like want extremely possible fully', 'like want extremely possible fully trust', 'want', 'want extremely', 'want extremely possible', 'want extremely possible fully', 'want extremely possible fully trust', 'extremely', 'extremely possible', 'extremely possible fully', 'extremely possible fully trust', 'possible', 'possible fully', 'possible fully trust', 'fully', 'fully trust', 'trust']",1,0,0,0.058823529411764705
68388,have scheduled the surgery and eagerly awaiting my procedures.,0,schedule surgery eagerly expect procedure,"['schedule', 'schedule surgery', 'schedule surgery eagerly', 'schedule surgery eagerly expect', 'schedule surgery eagerly expect procedure', 'surgery', 'surgery eagerly', 'surgery eagerly expect', 'surgery eagerly expect procedure', 'eagerly', 'eagerly expect', 'eagerly expect procedure', 'expect', 'expect procedure', 'procedure']",0,1,0,0.09523809523809523
142470,Answering all my questions and explaining what to expect during and after the injections.,0,answer question explain expect injection,"['answer', 'answer question', 'answer question explain', 'answer question explain expect', 'answer question explain expect injection', 'question', 'question explain', 'question explain expect', 'question explain expect injection', 'explain', 'explain expect', 'explain expect injection', 'expect', 'expect injection', 'injection']",0,1,0,0.09523809523809523
78689,but they were very apologetic and accommodated me as much as possible with their busy schedule.,0,apologetic accommodate possible busy schedule,"['apologetic', 'apologetic accommodate', 'apologetic accommodate possible', 'apologetic accommodate possible busy', 'apologetic accommodate possible busy schedule', 'accommodate', 'accommodate possible', 'accommodate possible busy', 'accommodate possible busy schedule', 'possible', 'possible busy', 'possible busy schedule', 'busy', 'busy schedule', 'schedule']",1,0,0,0.09523809523809523
162365,They were certainly not the quality I expected nor the quality I was promised according to,1,surely not quality expect quality promise accord,"['surely', 'surely not', 'surely not quality', 'surely not quality expect', 'surely not quality expect quality', 'surely not quality expect quality promise', 'surely not quality expect quality promise accord', 'not', 'not quality', 'not quality expect', 'not quality expect quality', 'not quality expect quality promise', 'not quality expect quality promise accord', 'quality', 'quality expect', 'quality expect quality', 'quality expect quality promise', 'quality expect quality promise accord', 'expect', 'expect quality', 'expect quality promise', 'expect quality promise accord', 'quality', 'quality promise', 'quality promise accord', 'promise', 'promise accord', 'accord']",0,1,0,0.058823529411764705
187755,but also to prevent/avoid any of the possible master injection complications.,0,preventavoid possible master injection complication,"['preventavoid', 'preventavoid possible', 'preventavoid possible master', 'preventavoid possible master injection', 'preventavoid possible master injection complication', 'possible', 'possible master', 'possible master injection', 'possible master injection complication', 'master', 'master injection', 'master injection complication', 'injection', 'injection complication', 'complication']",1,0,0,0.09523809523809523
176011,"my left eye as I did prior to your atrocious work. * I am awaiting an eyelid reconstruction surgery procedure,",1,leave eye prior atrocious work expect eyelid reconstruction surgery procedure,"['leave', 'leave eye', 'leave eye prior', 'leave eye prior atrocious', 'leave eye prior atrocious work', 'leave eye prior atrocious work expect', 'leave eye prior atrocious work expect eyelid', 'leave eye prior atrocious work expect eyelid reconstruction', 'leave eye prior atrocious work expect eyelid reconstruction surgery', 'leave eye prior atrocious work expect eyelid reconstruction surgery procedure', 'eye', 'eye prior', 'eye prior atrocious', 'eye prior atrocious work', 'eye prior atrocious work expect', 'eye prior atrocious work expect eyelid', 'eye prior atrocious work expect eyelid reconstruction', 'eye prior atrocious work expect eyelid reconstruction surgery', 'eye prior atrocious work expect eyelid reconstruction surgery procedure', 'prior', 'prior atrocious', 'prior atrocious work', 'prior atrocious work expect', 'prior atrocious work expect eyelid', 'prior atrocious work expect eyelid reconstruction', 'prior atrocious work expect eyelid reconstruction surgery', 'prior atrocious work expect eyelid reconstruction surgery procedure', 'atrocious', 'atrocious work', 'atrocious work expect', 'atrocious work expect eyelid', 'atrocious work expect eyelid reconstruction', 'atrocious work expect eyelid reconstruction surgery', 'atrocious work expect eyelid reconstruction surgery procedure', 'work', 'work expect', 'work expect eyelid', 'work expect eyelid reconstruction', 'work expect eyelid reconstruction surgery', 'work expect eyelid reconstruction surgery procedure', 'expect', 'expect eyelid', 'expect eyelid reconstruction', 'expect eyelid reconstruction surgery', 'expect eyelid reconstruction surgery procedure', 'eyelid', 'eyelid reconstruction', 'eyelid reconstruction surgery', 'eyelid reconstruction surgery procedure', 'reconstruction', 'reconstruction surgery', 'reconstruction surgery procedure', 'surgery', 'surgery procedure', 'procedure']",0,1,0,0.03278688524590164
94908,I had had really good results that were in line with what I expected.,0,good result line expect,"['good', 'good result', 'good result line', 'good result line expect', 'result', 'result line', 'result line expect', 'line', 'line expect', 'expect']",0,1,0,0.125
86819,the nurses or Dr. Hurwitz would always call me sooner than I expected.,0,nurse sooner expect,"['nurse', 'nurse sooner', 'nurse sooner expect', 'sooner', 'sooner expect', 'expect']",0,1,0,0.16666666666666666
135719,and everything went smoothly and better than I could have expected.,0,go smoothly good expect,"['go', 'go smoothly', 'go smoothly good', 'go smoothly good expect', 'smoothly', 'smoothly good', 'smoothly good expect', 'good', 'good expect', 'expect']",0,1,0,0.125
111516,His expertise made the process as pleasant as possible.,0,expertness process pleasant possible,"['expertness', 'expertness process', 'expertness process pleasant', 'expertness process pleasant possible', 'process', 'process pleasant', 'process pleasant possible', 'pleasant', 'pleasant possible', 'possible']",1,0,0,0.125
76240,Before Dr. Lee injected the filler he briefed me on what the product was as well as what to expect.,0,inject filler brief product expect,"['inject', 'inject filler', 'inject filler brief', 'inject filler brief product', 'inject filler brief product expect', 'filler', 'filler brief', 'filler brief product', 'filler brief product expect', 'brief', 'brief product', 'brief product expect', 'product', 'product expect', 'expect']",0,1,0,0.09523809523809523
68403,have scheduled the surgery and eagerly awaiting my procedures.,0,schedule surgery eagerly expect procedure,"['schedule', 'schedule surgery', 'schedule surgery eagerly', 'schedule surgery eagerly expect', 'schedule surgery eagerly expect procedure', 'surgery', 'surgery eagerly', 'surgery eagerly expect', 'surgery eagerly expect procedure', 'eagerly', 'eagerly expect', 'eagerly expect procedure', 'expect', 'expect procedure', 'procedure']",0,1,0,0.09523809523809523
111707,The results were exactly what I expected cannot ask for anything else.,0,result precisely expect not ask,"['result', 'result precisely', 'result precisely expect', 'result precisely expect not', 'result precisely expect not ask', 'precisely', 'precisely expect', 'precisely expect not', 'precisely expect not ask', 'expect', 'expect not', 'expect not ask', 'not', 'not ask', 'ask']",0,1,0,0.09523809523809523
152197,Again I was told what to expect.,0,tell expect,"['tell', 'tell expect', 'expect']",0,1,0,0.2222222222222222
187510,I know the results will be good and I'm not even worried because I know I was in the best hands possible.,0,know result good not worry know good hand possible,"['know', 'know result', 'know result good', 'know result good not', 'know result good not worry', 'know result good not worry know', 'know result good not worry know good', 'know result good not worry know good hand', 'know result good not worry know good hand possible', 'result', 'result good', 'result good not', 'result good not worry', 'result good not worry know', 'result good not worry know good', 'result good not worry know good hand', 'result good not worry know good hand possible', 'good', 'good not', 'good not worry', 'good not worry know', 'good not worry know good', 'good not worry know good hand', 'good not worry know good hand possible', 'not', 'not worry', 'not worry know', 'not worry know good', 'not worry know good hand', 'not worry know good hand possible', 'worry', 'worry know', 'worry know good', 'worry know good hand', 'worry know good hand possible', 'know', 'know good', 'know good hand', 'know good hand possible', 'good', 'good hand', 'good hand possible', 'hand', 'hand possible', 'possible']",1,0,0,0.0392156862745098
185564,If it was possible to give 0 stars I would!,1,possible star,"['possible', 'possible star', 'star']",1,0,0,0.2222222222222222
78804,I have improved my appearance many more years than I ever thought possible.,0,improved appearance year think possible,"['improved', 'improved appearance', 'improved appearance year', 'improved appearance year think', 'improved appearance year think possible', 'appearance', 'appearance year', 'appearance year think', 'appearance year think possible', 'year', 'year think', 'year think possible', 'think', 'think possible', 'possible']",1,0,0,0.09523809523809523
99251,Always kind and made sure I was as comfortable as possible.,0,kind sure comfortable possible,"['kind', 'kind sure', 'kind sure comfortable', 'kind sure comfortable possible', 'sure', 'sure comfortable', 'sure comfortable possible', 'comfortable', 'comfortable possible', 'possible']",1,0,0,0.125
90544,and tries to make you feel as cozy as possible.,0,try feel copy possible,"['try', 'try feel', 'try feel copy', 'try feel copy possible', 'feel', 'feel copy', 'feel copy possible', 'copy', 'copy possible', 'possible']",1,0,0,0.125
151848,This just felt like a conveyor belt too concerned with getting as many people thru as possible with no personal interaction.,1,feel like convey belt concerned get people thousand possible no personal interaction,"['feel', 'feel like', 'feel like convey', 'feel like convey belt', 'feel like convey belt concerned', 'feel like convey belt concerned get', 'feel like convey belt concerned get people', 'feel like convey belt concerned get people thousand', 'feel like convey belt concerned get people thousand possible', 'feel like convey belt concerned get people thousand possible no', 'feel like convey belt concerned get people thousand possible no personal', 'feel like convey belt concerned get people thousand possible no personal interaction', 'like', 'like convey', 'like convey belt', 'like convey belt concerned', 'like convey belt concerned get', 'like convey belt concerned get people', 'like convey belt concerned get people thousand', 'like convey belt concerned get people thousand possible', 'like convey belt concerned get people thousand possible no', 'like convey belt concerned get people thousand possible no personal', 'like convey belt concerned get people thousand possible no personal interaction', 'convey', 'convey belt', 'convey belt concerned', 'convey belt concerned get', 'convey belt concerned get people', 'convey belt concerned get people thousand', 'convey belt concerned get people thousand possible', 'convey belt concerned get people thousand possible no', 'convey belt concerned get people thousand possible no personal', 'convey belt concerned get people thousand possible no personal interaction', 'belt', 'belt concerned', 'belt concerned get', 'belt concerned get people', 'belt concerned get people thousand', 'belt concerned get people thousand possible', 'belt concerned get people thousand possible no', 'belt concerned get people thousand possible no personal', 'belt concerned get people thousand possible no personal interaction', 'concerned', 'concerned get', 'concerned get people', 'concerned get people thousand', 'concerned get people thousand possible', 'concerned get people thousand possible no', 'concerned get people thousand possible no personal', 'concerned get people thousand possible no personal interaction', 'get', 'get people', 'get people thousand', 'get people thousand possible', 'get people thousand possible no', 'get people thousand possible no personal', 'get people thousand possible no personal interaction', 'people', 'people thousand', 'people thousand possible', 'people thousand possible no', 'people thousand possible no personal', 'people thousand possible no personal interaction', 'thousand', 'thousand possible', 'thousand possible no', 'thousand possible no personal', 'thousand possible no personal interaction', 'possible', 'possible no', 'possible no personal', 'possible no personal interaction', 'no', 'no personal', 'no personal interaction', 'personal', 'personal interaction', 'interaction']",1,0,0,0.023809523809523808
105740,He is very knowledgable and lets you know what to expect.,0,knowledgable let know expect,"['knowledgable', 'knowledgable let', 'knowledgable let know', 'knowledgable let know expect', 'let', 'let know', 'let know expect', 'know', 'know expect', 'expect']",0,1,0,0.125
85120,I feel much better than expected.,0,feel good expect,"['feel', 'feel good', 'feel good expect', 'good', 'good expect', 'expect']",0,1,0,0.16666666666666666
191622,"That's something I didn't know to ask about, and expect my Dr. to bring up.",1,know ask expect dr bring,"['know', 'know ask', 'know ask expect', 'know ask expect dr', 'know ask expect dr bring', 'ask', 'ask expect', 'ask expect dr', 'ask expect dr bring', 'expect', 'expect dr', 'expect dr bring', 'dr', 'dr bring', 'bring']",0,1,0,0.09523809523809523
71242,I came on board skeptical and not expecting them to live up to what they claimed to be.,1,come board sceptically not expect live claim,"['come', 'come board', 'come board sceptically', 'come board sceptically not', 'come board sceptically not expect', 'come board sceptically not expect live', 'come board sceptically not expect live claim', 'board', 'board sceptically', 'board sceptically not', 'board sceptically not expect', 'board sceptically not expect live', 'board sceptically not expect live claim', 'sceptically', 'sceptically not', 'sceptically not expect', 'sceptically not expect live', 'sceptically not expect live claim', 'not', 'not expect', 'not expect live', 'not expect live claim', 'expect', 'expect live', 'expect live claim', 'live', 'live claim', 'claim']",0,1,0,0.058823529411764705
152923,The doctor is just trying to see as many people as fast as possible.,1,doctor try people fast possible,"['doctor', 'doctor try', 'doctor try people', 'doctor try people fast', 'doctor try people fast possible', 'try', 'try people', 'try people fast', 'try people fast possible', 'people', 'people fast', 'people fast possible', 'fast', 'fast possible', 'possible']",1,0,0,0.09523809523809523
164896,and Dr Neinstein was very honest with me from the very start in what was obtainable and what to expect.,0,honest start gettable expect,"['honest', 'honest start', 'honest start gettable', 'honest start gettable expect', 'start', 'start gettable', 'start gettable expect', 'gettable', 'gettable expect', 'expect']",0,1,0,0.125
99115,I wished the staff would explain more about the IVF process and what I could expect to experience.,1,wish staff explain process expect experience,"['wish', 'wish staff', 'wish staff explain', 'wish staff explain process', 'wish staff explain process expect', 'wish staff explain process expect experience', 'staff', 'staff explain', 'staff explain process', 'staff explain process expect', 'staff explain process expect experience', 'explain', 'explain process', 'explain process expect', 'explain process expect experience', 'process', 'process expect', 'process expect experience', 'expect', 'expect experience', 'experience']",0,1,0,0.07407407407407407
145619,He spent time giving me possible options and providing some relief for my pain.,0,spend time give possible option provide relief pain,"['spend', 'spend time', 'spend time give', 'spend time give possible', 'spend time give possible option', 'spend time give possible option provide', 'spend time give possible option provide relief', 'spend time give possible option provide relief pain', 'time', 'time give', 'time give possible', 'time give possible option', 'time give possible option provide', 'time give possible option provide relief', 'time give possible option provide relief pain', 'give', 'give possible', 'give possible option', 'give possible option provide', 'give possible option provide relief', 'give possible option provide relief pain', 'possible', 'possible option', 'possible option provide', 'possible option provide relief', 'possible option provide relief pain', 'option', 'option provide', 'option provide relief', 'option provide relief pain', 'provide', 'provide relief', 'provide relief pain', 'relief', 'relief pain', 'pain']",1,0,0,0.047619047619047616
107360,After care explained on what to expect .explained in detail.,0,care explain expect explain detail,"['care', 'care explain', 'care explain expect', 'care explain expect explain', 'care explain expect explain detail', 'explain', 'explain expect', 'explain expect explain', 'explain expect explain detail', 'expect', 'expect explain', 'expect explain detail', 'explain', 'explain detail', 'detail']",0,1,0,0.09523809523809523
113459,"more than i expected, much more. ?MoreSince my surgery the world is now a brighter",0,expect moresince surgery world bright,"['expect', 'expect moresince', 'expect moresince surgery', 'expect moresince surgery world', 'expect moresince surgery world bright', 'moresince', 'moresince surgery', 'moresince surgery world', 'moresince surgery world bright', 'surgery', 'surgery world', 'surgery world bright', 'world', 'world bright', 'bright']",0,1,0,0.09523809523809523
140837,My procedure went smooth and the staff were very informative about what to expect while going through the process.,0,procedure go smooth staff information expect go process,"['procedure', 'procedure go', 'procedure go smooth', 'procedure go smooth staff', 'procedure go smooth staff information', 'procedure go smooth staff information expect', 'procedure go smooth staff information expect go', 'procedure go smooth staff information expect go process', 'go', 'go smooth', 'go smooth staff', 'go smooth staff information', 'go smooth staff information expect', 'go smooth staff information expect go', 'go smooth staff information expect go process', 'smooth', 'smooth staff', 'smooth staff information', 'smooth staff information expect', 'smooth staff information expect go', 'smooth staff information expect go process', 'staff', 'staff information', 'staff information expect', 'staff information expect go', 'staff information expect go process', 'information', 'information expect', 'information expect go', 'information expect go process', 'expect', 'expect go', 'expect go process', 'go', 'go process', 'process']",0,1,0,0.047619047619047616
59807,"Also, the gentelmen that checked us in were very nice and funny, which helped the situation since I have never been in a hospital before and did not know what to expect.",0,gentleman check nice funny help situation hospital not know expect,"['gentleman', 'gentleman check', 'gentleman check nice', 'gentleman check nice funny', 'gentleman check nice funny help', 'gentleman check nice funny help situation', 'gentleman check nice funny help situation hospital', 'gentleman check nice funny help situation hospital not', 'gentleman check nice funny help situation hospital not know', 'gentleman check nice funny help situation hospital not know expect', 'check', 'check nice', 'check nice funny', 'check nice funny help', 'check nice funny help situation', 'check nice funny help situation hospital', 'check nice funny help situation hospital not', 'check nice funny help situation hospital not know', 'check nice funny help situation hospital not know expect', 'nice', 'nice funny', 'nice funny help', 'nice funny help situation', 'nice funny help situation hospital', 'nice funny help situation hospital not', 'nice funny help situation hospital not know', 'nice funny help situation hospital not know expect', 'funny', 'funny help', 'funny help situation', 'funny help situation hospital', 'funny help situation hospital not', 'funny help situation hospital not know', 'funny help situation hospital not know expect', 'help', 'help situation', 'help situation hospital', 'help situation hospital not', 'help situation hospital not know', 'help situation hospital not know expect', 'situation', 'situation hospital', 'situation hospital not', 'situation hospital not know', 'situation hospital not know expect', 'hospital', 'hospital not', 'hospital not know', 'hospital not know expect', 'not', 'not know', 'not know expect', 'know', 'know expect', 'expect']",0,1,0,0.03278688524590164
140503,"As far as the staff I have been impressed with their professionalism, courtesy, and willingness to make the patients as comfortable as possible.",0,far staff impress professionalism courtesy willingness patient comfortable possible,"['far', 'far staff', 'far staff impress', 'far staff impress professionalism', 'far staff impress professionalism courtesy', 'far staff impress professionalism courtesy willingness', 'far staff impress professionalism courtesy willingness patient', 'far staff impress professionalism courtesy willingness patient comfortable', 'far staff impress professionalism courtesy willingness patient comfortable possible', 'staff', 'staff impress', 'staff impress professionalism', 'staff impress professionalism courtesy', 'staff impress professionalism courtesy willingness', 'staff impress professionalism courtesy willingness patient', 'staff impress professionalism courtesy willingness patient comfortable', 'staff impress professionalism courtesy willingness patient comfortable possible', 'impress', 'impress professionalism', 'impress professionalism courtesy', 'impress professionalism courtesy willingness', 'impress professionalism courtesy willingness patient', 'impress professionalism courtesy willingness patient comfortable', 'impress professionalism courtesy willingness patient comfortable possible', 'professionalism', 'professionalism courtesy', 'professionalism courtesy willingness', 'professionalism courtesy willingness patient', 'professionalism courtesy willingness patient comfortable', 'professionalism courtesy willingness patient comfortable possible', 'courtesy', 'courtesy willingness', 'courtesy willingness patient', 'courtesy willingness patient comfortable', 'courtesy willingness patient comfortable possible', 'willingness', 'willingness patient', 'willingness patient comfortable', 'willingness patient comfortable possible', 'patient', 'patient comfortable', 'patient comfortable possible', 'comfortable', 'comfortable possible', 'possible']",1,0,0,0.0392156862745098
150100,Je ruined my breasts in the most inhumane way possible.,1,je ruin breast inhumane way possible,"['je', 'je ruin', 'je ruin breast', 'je ruin breast inhumane', 'je ruin breast inhumane way', 'je ruin breast inhumane way possible', 'ruin', 'ruin breast', 'ruin breast inhumane', 'ruin breast inhumane way', 'ruin breast inhumane way possible', 'breast', 'breast inhumane', 'breast inhumane way', 'breast inhumane way possible', 'inhumane', 'inhumane way', 'inhumane way possible', 'way', 'way possible', 'possible']",1,0,0,0.07407407407407407
95309,The keloid removal procedure went better than expected,0,keloid removal procedure go good expect,"['keloid', 'keloid removal', 'keloid removal procedure', 'keloid removal procedure go', 'keloid removal procedure go good', 'keloid removal procedure go good expect', 'removal', 'removal procedure', 'removal procedure go', 'removal procedure go good', 'removal procedure go good expect', 'procedure', 'procedure go', 'procedure go good', 'procedure go good expect', 'go', 'go good', 'go good expect', 'good', 'good expect', 'expect']",0,1,0,0.07407407407407407
100214,and not only were they understanding - they went above and beyond to make me as comfortable as possible.,0,not understanding go comfortable possible,"['not', 'not understanding', 'not understanding go', 'not understanding go comfortable', 'not understanding go comfortable possible', 'understanding', 'understanding go', 'understanding go comfortable', 'understanding go comfortable possible', 'go', 'go comfortable', 'go comfortable possible', 'comfortable', 'comfortable possible', 'possible']",1,0,0,0.09523809523809523
107950,and help me in anyway possible.,0,help possible,"['help', 'help possible', 'possible']",1,0,0,0.2222222222222222
126039,"She efficiently reversed a denial of payment, never hinting that defeat was even possible.",0,efficiently reverse denial payment hint defeat possible,"['efficiently', 'efficiently reverse', 'efficiently reverse denial', 'efficiently reverse denial payment', 'efficiently reverse denial payment hint', 'efficiently reverse denial payment hint defeat', 'efficiently reverse denial payment hint defeat possible', 'reverse', 'reverse denial', 'reverse denial payment', 'reverse denial payment hint', 'reverse denial payment hint defeat', 'reverse denial payment hint defeat possible', 'denial', 'denial payment', 'denial payment hint', 'denial payment hint defeat', 'denial payment hint defeat possible', 'payment', 'payment hint', 'payment hint defeat', 'payment hint defeat possible', 'hint', 'hint defeat', 'hint defeat possible', 'defeat', 'defeat possible', 'possible']",1,0,0,0.058823529411764705
163127,"Not knowing what to expect, he confidently communicated what he felt would be best",0,not know expect confidently communicate feel good,"['not', 'not know', 'not know expect', 'not know expect confidently', 'not know expect confidently communicate', 'not know expect confidently communicate feel', 'not know expect confidently communicate feel good', 'know', 'know expect', 'know expect confidently', 'know expect confidently communicate', 'know expect confidently communicate feel', 'know expect confidently communicate feel good', 'expect', 'expect confidently', 'expect confidently communicate', 'expect confidently communicate feel', 'expect confidently communicate feel good', 'confidently', 'confidently communicate', 'confidently communicate feel', 'confidently communicate feel good', 'communicate', 'communicate feel', 'communicate feel good', 'feel', 'feel good', 'good']",0,1,0,0.058823529411764705
153295,"His post-op home health care system provides nurses, a physical therapist and a 24- hour nurse hotline.",0,rostov home health care system provide nurse physical therapist nurse outline,"['rostov', 'rostov home', 'rostov home health', 'rostov home health care', 'rostov home health care system', 'rostov home health care system provide', 'rostov home health care system provide nurse', 'rostov home health care system provide nurse physical', 'rostov home health care system provide nurse physical therapist', 'rostov home health care system provide nurse physical therapist nurse', 'rostov home health care system provide nurse physical therapist nurse outline', 'home', 'home health', 'home health care', 'home health care system', 'home health care system provide', 'home health care system provide nurse', 'home health care system provide nurse physical', 'home health care system provide nurse physical therapist', 'home health care system provide nurse physical therapist nurse', 'home health care system provide nurse physical therapist nurse outline', 'health', 'health care', 'health care system', 'health care system provide', 'health care system provide nurse', 'health care system provide nurse physical', 'health care system provide nurse physical therapist', 'health care system provide nurse physical therapist nurse', 'health care system provide nurse physical therapist nurse outline', 'care', 'care system', 'care system provide', 'care system provide nurse', 'care system provide nurse physical', 'care system provide nurse physical therapist', 'care system provide nurse physical therapist nurse', 'care system provide nurse physical therapist nurse outline', 'system', 'system provide', 'system provide nurse', 'system provide nurse physical', 'system provide nurse physical therapist', 'system provide nurse physical therapist nurse', 'system provide nurse physical therapist nurse outline', 'provide', 'provide nurse', 'provide nurse physical', 'provide nurse physical therapist', 'provide nurse physical therapist nurse', 'provide nurse physical therapist nurse outline', 'nurse', 'nurse physical', 'nurse physical therapist', 'nurse physical therapist nurse', 'nurse physical therapist nurse outline', 'physical', 'physical therapist', 'physical therapist nurse', 'physical therapist nurse outline', 'therapist', 'therapist nurse', 'therapist nurse outline', 'nurse', 'nurse outline', 'outline']",0,0,1,0.027777777777777776
143787,"so patient, and explained every step of the process to me so I knew what to expect.",0,patient explain step process know expect,"['patient', 'patient explain', 'patient explain step', 'patient explain step process', 'patient explain step process know', 'patient explain step process know expect', 'explain', 'explain step', 'explain step process', 'explain step process know', 'explain step process know expect', 'step', 'step process', 'step process know', 'step process know expect', 'process', 'process know', 'process know expect', 'know', 'know expect', 'expect']",0,1,0,0.07407407407407407
171451,"also more rushed then I expected, they were trying to get everyone from",1,rush expect try,"['rush', 'rush expect', 'rush expect try', 'expect', 'expect try', 'try']",0,1,0,0.16666666666666666
127000,He cared about my condition all the way through and did all possible to avoid an operation.,0,care condition way possible avoid operation,"['care', 'care condition', 'care condition way', 'care condition way possible', 'care condition way possible avoid', 'care condition way possible avoid operation', 'condition', 'condition way', 'condition way possible', 'condition way possible avoid', 'condition way possible avoid operation', 'way', 'way possible', 'way possible avoid', 'way possible avoid operation', 'possible', 'possible avoid', 'possible avoid operation', 'avoid', 'avoid operation', 'operation']",1,0,0,0.07407407407407407
84810,and very considerate about how to make me as comfortable as possible.,0,considerate comfortable possible,"['considerate', 'considerate comfortable', 'considerate comfortable possible', 'comfortable', 'comfortable possible', 'possible']",1,0,0,0.16666666666666666
133911,"I look, more or less, like what I had expected, based on the images he",0,look like expect base image,"['look', 'look like', 'look like expect', 'look like expect base', 'look like expect base image', 'like', 'like expect', 'like expect base', 'like expect base image', 'expect', 'expect base', 'expect base image', 'base', 'base image', 'image']",0,1,0,0.09523809523809523
159874,for your injury but don?t expect any kind of surgery to help you with,1,injury expect kind surgery help,"['injury', 'injury expect', 'injury expect kind', 'injury expect kind surgery', 'injury expect kind surgery help', 'expect', 'expect kind', 'expect kind surgery', 'expect kind surgery help', 'kind', 'kind surgery', 'kind surgery help', 'surgery', 'surgery help', 'help']",0,1,0,0.09523809523809523
