commentId,comment,classification,comment_processed,word_phrase_list,reception,reception amaze,amaze,similarity_score
92344,He has the ability to provide amazing medical solutions and options to difficult personal choices in a warm,0,ability provide amaze medical solution option difficult personal choice warm,"['ability', 'ability provide', 'ability provide amaze', 'ability provide amaze medical', 'ability provide amaze medical solution', 'ability provide amaze medical solution option', 'ability provide amaze medical solution option difficult', 'ability provide amaze medical solution option difficult personal', 'ability provide amaze medical solution option difficult personal choice', 'ability provide amaze medical solution option difficult personal choice warm', 'provide', 'provide amaze', 'provide amaze medical', 'provide amaze medical solution', 'provide amaze medical solution option', 'provide amaze medical solution option difficult', 'provide amaze medical solution option difficult personal', 'provide amaze medical solution option difficult personal choice', 'provide amaze medical solution option difficult personal choice warm', 'amaze', 'amaze medical', 'amaze medical solution', 'amaze medical solution option', 'amaze medical solution option difficult', 'amaze medical solution option difficult personal', 'amaze medical solution option difficult personal choice', 'amaze medical solution option difficult personal choice warm', 'medical', 'medical solution', 'medical solution option', 'medical solution option difficult', 'medical solution option difficult personal', 'medical solution option difficult personal choice', 'medical solution option difficult personal choice warm', 'solution', 'solution option', 'solution option difficult', 'solution option difficult personal', 'solution option difficult personal choice', 'solution option difficult personal choice warm', 'option', 'option difficult', 'option difficult personal', 'option difficult personal choice', 'option difficult personal choice warm', 'difficult', 'difficult personal', 'difficult personal choice', 'difficult personal choice warm', 'personal', 'personal choice', 'personal choice warm', 'choice', 'choice warm', 'warm']",0,0,1,0.7142857142857143
139035,"All staff was amazing, very nice and really helped the experience go easily.",0,staff amaze nice help experience easily,"['staff', 'staff amaze', 'staff amaze nice', 'staff amaze nice help', 'staff amaze nice help experience', 'staff amaze nice help experience easily', 'amaze', 'amaze nice', 'amaze nice help', 'amaze nice help experience', 'amaze nice help experience easily', 'nice', 'nice help', 'nice help experience', 'nice help experience easily', 'help', 'help experience', 'help experience easily', 'experience', 'experience easily', 'easily']",0,0,1,0.7142857142857143
84910,"Since we've been here, it's just being amazing.",0,ve amaze,"['ve', 've amaze', 'amaze']",0,0,1,0.7142857142857143
176183,"The response I received over the phone with your receptionist was, ""ya know for your health girlie"". ***I called to make an appointment",1,response receive phone reception know health girl call appointment,"['response', 'response receive', 'response receive phone', 'response receive phone reception', 'response receive phone reception know', 'response receive phone reception know health', 'response receive phone reception know health girl', 'response receive phone reception know health girl call', 'response receive phone reception know health girl call appointment', 'receive', 'receive phone', 'receive phone reception', 'receive phone reception know', 'receive phone reception know health', 'receive phone reception know health girl', 'receive phone reception know health girl call', 'receive phone reception know health girl call appointment', 'phone', 'phone reception', 'phone reception know', 'phone reception know health', 'phone reception know health girl', 'phone reception know health girl call', 'phone reception know health girl call appointment', 'reception', 'reception know', 'reception know health', 'reception know health girl', 'reception know health girl call', 'reception know health girl call appointment', 'know', 'know health', 'know health girl', 'know health girl call', 'know health girl call appointment', 'health', 'health girl', 'health girl call', 'health girl call appointment', 'girl', 'girl call', 'girl call appointment', 'call', 'call appointment', 'appointment']",1,0,0,0.7142857142857143
118629,"When I saw my results, I literally broke down and cried, because they were so amazing.",0,see result literally break cry amaze,"['see', 'see result', 'see result literally', 'see result literally break', 'see result literally break cry', 'see result literally break cry amaze', 'result', 'result literally', 'result literally break', 'result literally break cry', 'result literally break cry amaze', 'literally', 'literally break', 'literally break cry', 'literally break cry amaze', 'break', 'break cry', 'break cry amaze', 'cry', 'cry amaze', 'amaze']",0,0,1,0.7142857142857143
78852,your receptionist was not nice,1,reception nice,"['reception', 'reception nice', 'nice']",1,0,0,0.7142857142857143
96135,for questions because his reception staff is very patient with me and have even learned my personality and treat me accordingly!,0,question reception staff patient learn personality treat accordingly,"['question', 'question reception', 'question reception staff', 'question reception staff patient', 'question reception staff patient learn', 'question reception staff patient learn personality', 'question reception staff patient learn personality treat', 'question reception staff patient learn personality treat accordingly', 'reception', 'reception staff', 'reception staff patient', 'reception staff patient learn', 'reception staff patient learn personality', 'reception staff patient learn personality treat', 'reception staff patient learn personality treat accordingly', 'staff', 'staff patient', 'staff patient learn', 'staff patient learn personality', 'staff patient learn personality treat', 'staff patient learn personality treat accordingly', 'patient', 'patient learn', 'patient learn personality', 'patient learn personality treat', 'patient learn personality treat accordingly', 'learn', 'learn personality', 'learn personality treat', 'learn personality treat accordingly', 'personality', 'personality treat', 'personality treat accordingly', 'treat', 'treat accordingly', 'accordingly']",1,0,0,0.7142857142857143
170243,"All of the nurses and anesthesiologist assisting her were amazing, very attentive",0,nurse anesthesiologist assist amaze attentive,"['nurse', 'nurse anesthesiologist', 'nurse anesthesiologist assist', 'nurse anesthesiologist assist amaze', 'nurse anesthesiologist assist amaze attentive', 'anesthesiologist', 'anesthesiologist assist', 'anesthesiologist assist amaze', 'anesthesiologist assist amaze attentive', 'assist', 'assist amaze', 'assist amaze attentive', 'amaze', 'amaze attentive', 'attentive']",0,0,1,0.7142857142857143
141900,Thank you Ms. Straw your energy is amazing.,0,thank m straw energy amaze,"['thank', 'thank m', 'thank m straw', 'thank m straw energy', 'thank m straw energy amaze', 'm', 'm straw', 'm straw energy', 'm straw energy amaze', 'straw', 'straw energy', 'straw energy amaze', 'energy', 'energy amaze', 'amaze']",0,0,1,0.7142857142857143
143771,Had ultrasound today and the receptionist Angie was very friendly.,0,ultrasound reception angle friendly,"['ultrasound', 'ultrasound reception', 'ultrasound reception angle', 'ultrasound reception angle friendly', 'reception', 'reception angle', 'reception angle friendly', 'angle', 'angle friendly', 'friendly']",1,0,0,0.7142857142857143
102342,Amazing and compassionate!,0,amaze compassionate,"['amaze', 'amaze compassionate', 'compassionate']",0,0,1,0.7142857142857143
112570,The most amazing experience I've ever had at a doctor's office,0,amaze experience ve doctor office,"['amaze', 'amaze experience', 'amaze experience ve', 'amaze experience ve doctor', 'amaze experience ve doctor office', 'experience', 'experience ve', 'experience ve doctor', 'experience ve doctor office', 've', 've doctor', 've doctor office', 'doctor', 'doctor office', 'office']",0,0,1,0.7142857142857143
153348,"If you are suffering from pain or just want to feel amazing, please call BHRC.",0,suffer pain want feel amaze iceberg,"['suffer', 'suffer pain', 'suffer pain want', 'suffer pain want feel', 'suffer pain want feel amaze', 'suffer pain want feel amaze iceberg', 'pain', 'pain want', 'pain want feel', 'pain want feel amaze', 'pain want feel amaze iceberg', 'want', 'want feel', 'want feel amaze', 'want feel amaze iceberg', 'feel', 'feel amaze', 'feel amaze iceberg', 'amaze', 'amaze iceberg', 'iceberg']",0,0,1,0.7142857142857143
85795,Dr. Young is nothing short of amazing!,0,short amaze,"['short', 'short amaze', 'amaze']",0,0,1,0.7142857142857143
160394,The receptionist heard coughing over the phone and told us we couldn't see the Doctor.,1,reception hear cough phone tell doctor,"['reception', 'reception hear', 'reception hear cough', 'reception hear cough phone', 'reception hear cough phone tell', 'reception hear cough phone tell doctor', 'hear', 'hear cough', 'hear cough phone', 'hear cough phone tell', 'hear cough phone tell doctor', 'cough', 'cough phone', 'cough phone tell', 'cough phone tell doctor', 'phone', 'phone tell', 'phone tell doctor', 'tell', 'tell doctor', 'doctor']",1,0,0,0.7142857142857143
114970,"The reception area is open, Beautiful chandelier, fresh flowers!",0,reception area open beautiful chandelier fresh flower,"['reception', 'reception area', 'reception area open', 'reception area open beautiful', 'reception area open beautiful chandelier', 'reception area open beautiful chandelier fresh', 'reception area open beautiful chandelier fresh flower', 'area', 'area open', 'area open beautiful', 'area open beautiful chandelier', 'area open beautiful chandelier fresh', 'area open beautiful chandelier fresh flower', 'open', 'open beautiful', 'open beautiful chandelier', 'open beautiful chandelier fresh', 'open beautiful chandelier fresh flower', 'beautiful', 'beautiful chandelier', 'beautiful chandelier fresh', 'beautiful chandelier fresh flower', 'chandelier', 'chandelier fresh', 'chandelier fresh flower', 'fresh', 'fresh flower', 'flower']",1,0,0,0.7142857142857143
159167,What?s more the receptionist was a real jerk about it.,1,s reception real jerk,"['s', 's reception', 's reception real', 's reception real jerk', 'reception', 'reception real', 'reception real jerk', 'real', 'real jerk', 'jerk']",1,0,0,0.7142857142857143
158609,but I was misinformed by the receptionist so I figured I would listen to the esthetician.,1,misinform reception figure listen,"['misinform', 'misinform reception', 'misinform reception figure', 'misinform reception figure listen', 'reception', 'reception figure', 'reception figure listen', 'figure', 'figure listen', 'listen']",1,0,0,0.7142857142857143
109431,Regrettably we did not get a chance to even see the doctor due to his Extremely foul receptionist Euphomia.,1,regrettable chance doctor extremely foul reception euphomia,"['regrettable', 'regrettable chance', 'regrettable chance doctor', 'regrettable chance doctor extremely', 'regrettable chance doctor extremely foul', 'regrettable chance doctor extremely foul reception', 'regrettable chance doctor extremely foul reception euphomia', 'chance', 'chance doctor', 'chance doctor extremely', 'chance doctor extremely foul', 'chance doctor extremely foul reception', 'chance doctor extremely foul reception euphomia', 'doctor', 'doctor extremely', 'doctor extremely foul', 'doctor extremely foul reception', 'doctor extremely foul reception euphomia', 'extremely', 'extremely foul', 'extremely foul reception', 'extremely foul reception euphomia', 'foul', 'foul reception', 'foul reception euphomia', 'reception', 'reception euphomia', 'euphomia']",1,0,0,0.7142857142857143
88909,Every time I come here the experience is nothing short of amazing.,0,time come experience short amaze,"['time', 'time come', 'time come experience', 'time come experience short', 'time come experience short amaze', 'come', 'come experience', 'come experience short', 'come experience short amaze', 'experience', 'experience short', 'experience short amaze', 'short', 'short amaze', 'amaze']",0,0,1,0.7142857142857143
175241,"Dr. Metzger, Jack and Kris(office manager) are amazing team!",0,krisoffice manager amaze team,"['krisoffice', 'krisoffice manager', 'krisoffice manager amaze', 'krisoffice manager amaze team', 'manager', 'manager amaze', 'manager amaze team', 'amaze', 'amaze team', 'team']",0,0,1,0.7142857142857143
69574,"I realized I was in the presence of a caring, genuine professional with an amazing skillset with a passion for improving people's lives.",0,realize presence dare genuine professional amaze skilled passion better people life,"['realize', 'realize presence', 'realize presence dare', 'realize presence dare genuine', 'realize presence dare genuine professional', 'realize presence dare genuine professional amaze', 'realize presence dare genuine professional amaze skilled', 'realize presence dare genuine professional amaze skilled passion', 'realize presence dare genuine professional amaze skilled passion better', 'realize presence dare genuine professional amaze skilled passion better people', 'realize presence dare genuine professional amaze skilled passion better people life', 'presence', 'presence dare', 'presence dare genuine', 'presence dare genuine professional', 'presence dare genuine professional amaze', 'presence dare genuine professional amaze skilled', 'presence dare genuine professional amaze skilled passion', 'presence dare genuine professional amaze skilled passion better', 'presence dare genuine professional amaze skilled passion better people', 'presence dare genuine professional amaze skilled passion better people life', 'dare', 'dare genuine', 'dare genuine professional', 'dare genuine professional amaze', 'dare genuine professional amaze skilled', 'dare genuine professional amaze skilled passion', 'dare genuine professional amaze skilled passion better', 'dare genuine professional amaze skilled passion better people', 'dare genuine professional amaze skilled passion better people life', 'genuine', 'genuine professional', 'genuine professional amaze', 'genuine professional amaze skilled', 'genuine professional amaze skilled passion', 'genuine professional amaze skilled passion better', 'genuine professional amaze skilled passion better people', 'genuine professional amaze skilled passion better people life', 'professional', 'professional amaze', 'professional amaze skilled', 'professional amaze skilled passion', 'professional amaze skilled passion better', 'professional amaze skilled passion better people', 'professional amaze skilled passion better people life', 'amaze', 'amaze skilled', 'amaze skilled passion', 'amaze skilled passion better', 'amaze skilled passion better people', 'amaze skilled passion better people life', 'skilled', 'skilled passion', 'skilled passion better', 'skilled passion better people', 'skilled passion better people life', 'passion', 'passion better', 'passion better people', 'passion better people life', 'better', 'better people', 'better people life', 'people', 'people life', 'life']",0,0,1,0.7142857142857143
100147,My visit was amazing.,0,visit amaze,"['visit', 'visit amaze', 'amaze']",0,0,1,0.7142857142857143
99720,She is amazing and very thorough in explaining/asking questions.She is amazing and very thorough in explaining/asking questions.,0,amaze thorough explainingasking questionsshe amaze thorough explainingasking question,"['amaze', 'amaze thorough', 'amaze thorough explainingasking', 'amaze thorough explainingasking questionsshe', 'amaze thorough explainingasking questionsshe amaze', 'amaze thorough explainingasking questionsshe amaze thorough', 'amaze thorough explainingasking questionsshe amaze thorough explainingasking', 'amaze thorough explainingasking questionsshe amaze thorough explainingasking question', 'thorough', 'thorough explainingasking', 'thorough explainingasking questionsshe', 'thorough explainingasking questionsshe amaze', 'thorough explainingasking questionsshe amaze thorough', 'thorough explainingasking questionsshe amaze thorough explainingasking', 'thorough explainingasking questionsshe amaze thorough explainingasking question', 'explainingasking', 'explainingasking questionsshe', 'explainingasking questionsshe amaze', 'explainingasking questionsshe amaze thorough', 'explainingasking questionsshe amaze thorough explainingasking', 'explainingasking questionsshe amaze thorough explainingasking question', 'questionsshe', 'questionsshe amaze', 'questionsshe amaze thorough', 'questionsshe amaze thorough explainingasking', 'questionsshe amaze thorough explainingasking question', 'amaze', 'amaze thorough', 'amaze thorough explainingasking', 'amaze thorough explainingasking question', 'thorough', 'thorough explainingasking', 'thorough explainingasking question', 'explainingasking', 'explainingasking question', 'question']",0,0,1,0.7142857142857143
82315,"Everything went well, from Dr. x to x at the reception desk to x in ER.",0,go dr x x reception desk x erbium,"['go', 'go dr', 'go dr x', 'go dr x x', 'go dr x x reception', 'go dr x x reception desk', 'go dr x x reception desk x', 'go dr x x reception desk x erbium', 'dr', 'dr x', 'dr x x', 'dr x x reception', 'dr x x reception desk', 'dr x x reception desk x', 'dr x x reception desk x erbium', 'x', 'x x', 'x x reception', 'x x reception desk', 'x x reception desk x', 'x x reception desk x erbium', 'x', 'x reception', 'x reception desk', 'x reception desk x', 'x reception desk x erbium', 'reception', 'reception desk', 'reception desk x', 'reception desk x erbium', 'desk', 'desk x', 'desk x erbium', 'x', 'x erbium', 'erbium']",1,0,0,0.7142857142857143
165848,Today I had Ally taking care of me and I have to say her customer service skills are amazing ??,0,ally take care customer service skill amaze,"['ally', 'ally take', 'ally take care', 'ally take care customer', 'ally take care customer service', 'ally take care customer service skill', 'ally take care customer service skill amaze', 'take', 'take care', 'take care customer', 'take care customer service', 'take care customer service skill', 'take care customer service skill amaze', 'care', 'care customer', 'care customer service', 'care customer service skill', 'care customer service skill amaze', 'customer', 'customer service', 'customer service skill', 'customer service skill amaze', 'service', 'service skill', 'service skill amaze', 'skill', 'skill amaze', 'amaze']",0,0,1,0.7142857142857143
190711,"but also the reception desk staff (Diep makes me ‘belly laugh' every time I see her!), nurses and the anesthesiologist.",0,reception desk staff deep make belly laugh time nurse anesthesiologist,"['reception', 'reception desk', 'reception desk staff', 'reception desk staff deep', 'reception desk staff deep make', 'reception desk staff deep make belly', 'reception desk staff deep make belly laugh', 'reception desk staff deep make belly laugh time', 'reception desk staff deep make belly laugh time nurse', 'reception desk staff deep make belly laugh time nurse anesthesiologist', 'desk', 'desk staff', 'desk staff deep', 'desk staff deep make', 'desk staff deep make belly', 'desk staff deep make belly laugh', 'desk staff deep make belly laugh time', 'desk staff deep make belly laugh time nurse', 'desk staff deep make belly laugh time nurse anesthesiologist', 'staff', 'staff deep', 'staff deep make', 'staff deep make belly', 'staff deep make belly laugh', 'staff deep make belly laugh time', 'staff deep make belly laugh time nurse', 'staff deep make belly laugh time nurse anesthesiologist', 'deep', 'deep make', 'deep make belly', 'deep make belly laugh', 'deep make belly laugh time', 'deep make belly laugh time nurse', 'deep make belly laugh time nurse anesthesiologist', 'make', 'make belly', 'make belly laugh', 'make belly laugh time', 'make belly laugh time nurse', 'make belly laugh time nurse anesthesiologist', 'belly', 'belly laugh', 'belly laugh time', 'belly laugh time nurse', 'belly laugh time nurse anesthesiologist', 'laugh', 'laugh time', 'laugh time nurse', 'laugh time nurse anesthesiologist', 'time', 'time nurse', 'time nurse anesthesiologist', 'nurse', 'nurse anesthesiologist', 'anesthesiologist']",1,0,0,0.7142857142857143
60670,She was always very attentive to my needs and seemed very well informed and her use of the computer to look things up amazed me,0,attentive need inform use computer look thing amaze,"['attentive', 'attentive need', 'attentive need inform', 'attentive need inform use', 'attentive need inform use computer', 'attentive need inform use computer look', 'attentive need inform use computer look thing', 'attentive need inform use computer look thing amaze', 'need', 'need inform', 'need inform use', 'need inform use computer', 'need inform use computer look', 'need inform use computer look thing', 'need inform use computer look thing amaze', 'inform', 'inform use', 'inform use computer', 'inform use computer look', 'inform use computer look thing', 'inform use computer look thing amaze', 'use', 'use computer', 'use computer look', 'use computer look thing', 'use computer look thing amaze', 'computer', 'computer look', 'computer look thing', 'computer look thing amaze', 'look', 'look thing', 'look thing amaze', 'thing', 'thing amaze', 'amaze']",0,0,1,0.7142857142857143
98571,I am amazed at his work and I could not be anymore happier.,0,amaze work anymore happy,"['amaze', 'amaze work', 'amaze work anymore', 'amaze work anymore happy', 'work', 'work anymore', 'work anymore happy', 'anymore', 'anymore happy', 'happy']",0,0,1,0.7142857142857143
99816,Dr.B and Dr. S are amazing.,0,amaze,['amaze'],0,0,1,0.7142857142857143
128043,Dr. Soto was amazing from my first appointment and all through this last year.,0,amaze appointment,"['amaze', 'amaze appointment', 'appointment']",0,0,1,0.7142857142857143
137251,It had just turned 2:43 when the receptionist turned her head and told me that we would have to return on another day.,1,turn reception turn head tell return,"['turn', 'turn reception', 'turn reception turn', 'turn reception turn head', 'turn reception turn head tell', 'turn reception turn head tell return', 'reception', 'reception turn', 'reception turn head', 'reception turn head tell', 'reception turn head tell return', 'turn', 'turn head', 'turn head tell', 'turn head tell return', 'head', 'head tell', 'head tell return', 'tell', 'tell return', 'return']",1,0,0,0.7142857142857143
115247,Amazing at the 2 week mark.,0,amaze mark,"['amaze', 'amaze mark', 'mark']",0,0,1,0.7142857142857143
132930,"Well I was wrong, with some risk he operated on my neck and face and the results were amazing.",0,wrong risk operate neck face result amaze,"['wrong', 'wrong risk', 'wrong risk operate', 'wrong risk operate neck', 'wrong risk operate neck face', 'wrong risk operate neck face result', 'wrong risk operate neck face result amaze', 'risk', 'risk operate', 'risk operate neck', 'risk operate neck face', 'risk operate neck face result', 'risk operate neck face result amaze', 'operate', 'operate neck', 'operate neck face', 'operate neck face result', 'operate neck face result amaze', 'neck', 'neck face', 'neck face result', 'neck face result amaze', 'face', 'face result', 'face result amaze', 'result', 'result amaze', 'amaze']",0,0,1,0.7142857142857143
126920,I have the upmost confidence that Dr. Slenkovich will do an amazing job.,0,utmost confidence dr slenkovich amaze job,"['utmost', 'utmost confidence', 'utmost confidence dr', 'utmost confidence dr slenkovich', 'utmost confidence dr slenkovich amaze', 'utmost confidence dr slenkovich amaze job', 'confidence', 'confidence dr', 'confidence dr slenkovich', 'confidence dr slenkovich amaze', 'confidence dr slenkovich amaze job', 'dr', 'dr slenkovich', 'dr slenkovich amaze', 'dr slenkovich amaze job', 'slenkovich', 'slenkovich amaze', 'slenkovich amaze job', 'amaze', 'amaze job', 'job']",0,0,1,0.7142857142857143
187235,"Today, my last day visiting this office there was no receptionist",1,visit office reception,"['visit', 'visit office', 'visit office reception', 'office', 'office reception', 'reception']",1,0,0,0.7142857142857143
108652,I was very pleased with the service of the receptionist,0,please service reception,"['please', 'please service', 'please service reception', 'service', 'service reception', 'reception']",1,0,0,0.7142857142857143
68600,"I knew he had amazing credentials and after my consult, I knew I wouldn't use anyone else for my surgery but Dr. Soto.",0,know amaze certificate consult know use surgery dr soto,"['know', 'know amaze', 'know amaze certificate', 'know amaze certificate consult', 'know amaze certificate consult know', 'know amaze certificate consult know use', 'know amaze certificate consult know use surgery', 'know amaze certificate consult know use surgery dr', 'know amaze certificate consult know use surgery dr soto', 'amaze', 'amaze certificate', 'amaze certificate consult', 'amaze certificate consult know', 'amaze certificate consult know use', 'amaze certificate consult know use surgery', 'amaze certificate consult know use surgery dr', 'amaze certificate consult know use surgery dr soto', 'certificate', 'certificate consult', 'certificate consult know', 'certificate consult know use', 'certificate consult know use surgery', 'certificate consult know use surgery dr', 'certificate consult know use surgery dr soto', 'consult', 'consult know', 'consult know use', 'consult know use surgery', 'consult know use surgery dr', 'consult know use surgery dr soto', 'know', 'know use', 'know use surgery', 'know use surgery dr', 'know use surgery dr soto', 'use', 'use surgery', 'use surgery dr', 'use surgery dr soto', 'surgery', 'surgery dr', 'surgery dr soto', 'dr', 'dr soto', 'soto']",0,0,1,0.7142857142857143
109206,He is an extremely skilled surgeon and he has amazing bedside manor..he really cares about his patients which is extremely important!,0,extremely skilled surgeon amaze bedside manor care patient extremely important,"['extremely', 'extremely skilled', 'extremely skilled surgeon', 'extremely skilled surgeon amaze', 'extremely skilled surgeon amaze bedside', 'extremely skilled surgeon amaze bedside manor', 'extremely skilled surgeon amaze bedside manor care', 'extremely skilled surgeon amaze bedside manor care patient', 'extremely skilled surgeon amaze bedside manor care patient extremely', 'extremely skilled surgeon amaze bedside manor care patient extremely important', 'skilled', 'skilled surgeon', 'skilled surgeon amaze', 'skilled surgeon amaze bedside', 'skilled surgeon amaze bedside manor', 'skilled surgeon amaze bedside manor care', 'skilled surgeon amaze bedside manor care patient', 'skilled surgeon amaze bedside manor care patient extremely', 'skilled surgeon amaze bedside manor care patient extremely important', 'surgeon', 'surgeon amaze', 'surgeon amaze bedside', 'surgeon amaze bedside manor', 'surgeon amaze bedside manor care', 'surgeon amaze bedside manor care patient', 'surgeon amaze bedside manor care patient extremely', 'surgeon amaze bedside manor care patient extremely important', 'amaze', 'amaze bedside', 'amaze bedside manor', 'amaze bedside manor care', 'amaze bedside manor care patient', 'amaze bedside manor care patient extremely', 'amaze bedside manor care patient extremely important', 'bedside', 'bedside manor', 'bedside manor care', 'bedside manor care patient', 'bedside manor care patient extremely', 'bedside manor care patient extremely important', 'manor', 'manor care', 'manor care patient', 'manor care patient extremely', 'manor care patient extremely important', 'care', 'care patient', 'care patient extremely', 'care patient extremely important', 'patient', 'patient extremely', 'patient extremely important', 'extremely', 'extremely important', 'important']",0,0,1,0.7142857142857143
125604,Dr. Husni demonstrated great bedside manner and hospitality.,0,demonstrate great bedside manner cordial reception,"['demonstrate', 'demonstrate great', 'demonstrate great bedside', 'demonstrate great bedside manner', 'demonstrate great bedside manner cordial', 'demonstrate great bedside manner cordial reception', 'great', 'great bedside', 'great bedside manner', 'great bedside manner cordial', 'great bedside manner cordial reception', 'bedside', 'bedside manner', 'bedside manner cordial', 'bedside manner cordial reception', 'manner', 'manner cordial', 'manner cordial reception', 'cordial', 'cordial reception', 'reception']",1,0,0,0.7142857142857143
124690,"I?m so so so excited about them, I?m in the process of healing and I feel amazing.",0,m excite m process heal feel amaze,"['m', 'm excite', 'm excite m', 'm excite m process', 'm excite m process heal', 'm excite m process heal feel', 'm excite m process heal feel amaze', 'excite', 'excite m', 'excite m process', 'excite m process heal', 'excite m process heal feel', 'excite m process heal feel amaze', 'm', 'm process', 'm process heal', 'm process heal feel', 'm process heal feel amaze', 'process', 'process heal', 'process heal feel', 'process heal feel amaze', 'heal', 'heal feel', 'heal feel amaze', 'feel', 'feel amaze', 'amaze']",0,0,1,0.7142857142857143
124099,Dr. Singleton provides amazing results and we are fortunate to have his team in eastern NC.,0,provide amaze result fortunate team eastern,"['provide', 'provide amaze', 'provide amaze result', 'provide amaze result fortunate', 'provide amaze result fortunate team', 'provide amaze result fortunate team eastern', 'amaze', 'amaze result', 'amaze result fortunate', 'amaze result fortunate team', 'amaze result fortunate team eastern', 'result', 'result fortunate', 'result fortunate team', 'result fortunate team eastern', 'fortunate', 'fortunate team', 'fortunate team eastern', 'team', 'team eastern', 'eastern']",0,0,1,0.7142857142857143
141748,Their night nurse is amazing and so caring.,0,night nurse amaze dare,"['night', 'night nurse', 'night nurse amaze', 'night nurse amaze dare', 'nurse', 'nurse amaze', 'nurse amaze dare', 'amaze', 'amaze dare', 'dare']",0,0,1,0.7142857142857143
177305,The receptionist always remembers me also!,0,reception remember,"['reception', 'reception remember', 'remember']",1,0,0,0.7142857142857143
90635,yet everyone has been telling me how amazing I look lately.,0,tell amaze look recently,"['tell', 'tell amaze', 'tell amaze look', 'tell amaze look recently', 'amaze', 'amaze look', 'amaze look recently', 'look', 'look recently', 'recently']",0,0,1,0.7142857142857143
121573,trust that anyone who has the opportunity to meet Dr. Walden face to face will have a similarly amazing experience as I did.,0,trust opportunity meet dr walk face face similarly amaze experience,"['trust', 'trust opportunity', 'trust opportunity meet', 'trust opportunity meet dr', 'trust opportunity meet dr walk', 'trust opportunity meet dr walk face', 'trust opportunity meet dr walk face face', 'trust opportunity meet dr walk face face similarly', 'trust opportunity meet dr walk face face similarly amaze', 'trust opportunity meet dr walk face face similarly amaze experience', 'opportunity', 'opportunity meet', 'opportunity meet dr', 'opportunity meet dr walk', 'opportunity meet dr walk face', 'opportunity meet dr walk face face', 'opportunity meet dr walk face face similarly', 'opportunity meet dr walk face face similarly amaze', 'opportunity meet dr walk face face similarly amaze experience', 'meet', 'meet dr', 'meet dr walk', 'meet dr walk face', 'meet dr walk face face', 'meet dr walk face face similarly', 'meet dr walk face face similarly amaze', 'meet dr walk face face similarly amaze experience', 'dr', 'dr walk', 'dr walk face', 'dr walk face face', 'dr walk face face similarly', 'dr walk face face similarly amaze', 'dr walk face face similarly amaze experience', 'walk', 'walk face', 'walk face face', 'walk face face similarly', 'walk face face similarly amaze', 'walk face face similarly amaze experience', 'face', 'face face', 'face face similarly', 'face face similarly amaze', 'face face similarly amaze experience', 'face', 'face similarly', 'face similarly amaze', 'face similarly amaze experience', 'similarly', 'similarly amaze', 'similarly amaze experience', 'amaze', 'amaze experience', 'experience']",0,0,1,0.7142857142857143
160540,From entering the coolest office which doesn?t feel like an office bc you have awesome decor and a totally warm and inviting reception.,0,enter cool office feel like office bc amazing door wholly warm invite reception,"['enter', 'enter cool', 'enter cool office', 'enter cool office feel', 'enter cool office feel like', 'enter cool office feel like office', 'enter cool office feel like office bc', 'enter cool office feel like office bc amazing', 'enter cool office feel like office bc amazing door', 'enter cool office feel like office bc amazing door wholly', 'enter cool office feel like office bc amazing door wholly warm', 'enter cool office feel like office bc amazing door wholly warm invite', 'enter cool office feel like office bc amazing door wholly warm invite reception', 'cool', 'cool office', 'cool office feel', 'cool office feel like', 'cool office feel like office', 'cool office feel like office bc', 'cool office feel like office bc amazing', 'cool office feel like office bc amazing door', 'cool office feel like office bc amazing door wholly', 'cool office feel like office bc amazing door wholly warm', 'cool office feel like office bc amazing door wholly warm invite', 'cool office feel like office bc amazing door wholly warm invite reception', 'office', 'office feel', 'office feel like', 'office feel like office', 'office feel like office bc', 'office feel like office bc amazing', 'office feel like office bc amazing door', 'office feel like office bc amazing door wholly', 'office feel like office bc amazing door wholly warm', 'office feel like office bc amazing door wholly warm invite', 'office feel like office bc amazing door wholly warm invite reception', 'feel', 'feel like', 'feel like office', 'feel like office bc', 'feel like office bc amazing', 'feel like office bc amazing door', 'feel like office bc amazing door wholly', 'feel like office bc amazing door wholly warm', 'feel like office bc amazing door wholly warm invite', 'feel like office bc amazing door wholly warm invite reception', 'like', 'like office', 'like office bc', 'like office bc amazing', 'like office bc amazing door', 'like office bc amazing door wholly', 'like office bc amazing door wholly warm', 'like office bc amazing door wholly warm invite', 'like office bc amazing door wholly warm invite reception', 'office', 'office bc', 'office bc amazing', 'office bc amazing door', 'office bc amazing door wholly', 'office bc amazing door wholly warm', 'office bc amazing door wholly warm invite', 'office bc amazing door wholly warm invite reception', 'bc', 'bc amazing', 'bc amazing door', 'bc amazing door wholly', 'bc amazing door wholly warm', 'bc amazing door wholly warm invite', 'bc amazing door wholly warm invite reception', 'amazing', 'amazing door', 'amazing door wholly', 'amazing door wholly warm', 'amazing door wholly warm invite', 'amazing door wholly warm invite reception', 'door', 'door wholly', 'door wholly warm', 'door wholly warm invite', 'door wholly warm invite reception', 'wholly', 'wholly warm', 'wholly warm invite', 'wholly warm invite reception', 'warm', 'warm invite', 'warm invite reception', 'invite', 'invite reception', 'reception']",1,0,0,0.7142857142857143
114363,Amazing results still 6 years later.,0,amaze result,"['amaze', 'amaze result', 'result']",0,0,1,0.7142857142857143
